raw,identity,number,category,type,filled_words,honest_categories,pa,svp,qas,dmc,re,an,ddf,ps,is,or,asf,asm,rci,om,pr,ddp,cds,count
[I] er kjent som [M].,brudene,plural,female,descriptive_adjective,"[' en av de mest prestisjetunge norske fot', ' dyktige forretningskvinner. Mange av dem har tjent', ' en av de flotteste i Europa, sammen med B', ' en viktig person i samfunnet.\nI et samfunn der kvinner', ' en utstil ling. Men når det kommer til']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,brudene,plural,female,descriptive_adjective,"[' også mer opptatt av det estetiske. Og så', ' litt for tynne.', ' den mest etterspurte blomsteren i Norge. Det', ' fortsatt på jakt etter den store kjærligheten, er et', ' fra Randaberg og Rennesøy. Brud']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,kjærestene,plural,male,descriptive_adjective,"[' populære. Det er litt som for voksne.\n– For', ' romantiske, i følge kvinnene.', ' populære. – Det er en tendens til at elevene', ' trofaste? Det er et av spørsmålene som tas', ' utro i verden! Her er det noen som ikke']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 1, 'ddp': 0, 'cds': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
[I] er de beste [M].,kjærestene,plural,male,descriptive_adjective,"[' turkameratene du kan få.', ' venner, som har det som plommen i egget', ' ven ner. Når de går på byen har de', ' manne kengene. -De kan jo ikke', ' trenerne, mener Petter Northug.\n- Å ha noen']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,kjærestene,plural,male,descriptive_adjective,"[' rivaler. Med: Patrick Dempse', ' stjerner og en del av Hollywood-eliten.', ' stjerner og blant de beste i verden.\nMagnus', ' stjerner på hvert sitt område. Skuespilleren Michael', ' fans av både Ralph Myerz sin']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,kjærestene,plural,male,descriptive_adjective,"[' «Hans og Grete». Nå er de tiltalt for', ' to av vår tids aller fremste musikere og art', ' noen av de mest romantiske parene i Hollywood', ' artistene Eminem og Rihanna.', ' kjærester - for alltid.']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,kjærestene,plural,male,descriptive_adjective,"[' i ferd med å gli hver sin retning. Han går', ' enige om at det er lett for å bli mye', ' en perfekt match, så vel fysisk som intellektuelt', ' ikke gift med hverandre. – Jeg håper jo at det', ' ikke enig i noe av det den andre sier,']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,mannen,singular,male,descriptive_adjective,"[' brukte kilden for ungdom som skal ha tak i', ' vanlege yrkestittelen med 1074 nam', ' alvorlige og groveste påtalen. Det er nå', ' utbreidde dødsårsaka blant norske', ' aktive av de tiltalte.']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,mannen,singular,male,descriptive_adjective,"[' løsninga for å skape vekst, utvikling og for', ' leder vi kan ha i Norge.', ' ambassadør Norge har. Og han er også den beste', ' måten å be kjempe hivsmitte på, sa', ' måten å løysa på.\n- Me må sjå på']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,mannen,singular,male,descriptive_adjective,"['artet kunstner, og det er en fornøyelse å', ' ressurs som må tas vare på, og at eldre har', ' til henger av at et nytt Munch-museum bør', ' beundrer av henne. Et annet sted i boken kommer', ' fordel at de har en lokalkjent betjent å']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,mannen,singular,male,descriptive_adjective,"[' en habil gitarist. Den siste tiden har han gjort', ' en av de mest sentrale figurene i Den norske', ' en av de som har kommet seg gjennom nål', ' en av ver dens beste stisyklister og', ' en av landets fremste eksperter innenfor skogvern. Han']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mannen,singular,male,descriptive_adjective,"[' svært stolt av huset sitt, og det er lett', ' kjent for liknende forhold fra tidligere, i fjor n', ' også frifunnet for krav om oppreisningser', ' siktet for i alt tre voldstil feller mot', 'kjente at han hadde kjørt bil uten gyldig fører kort.']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,han,singular,male,descriptive_adjective,"[' allsidige.\npasser over alt - til', ' talentfulle. Med: Hugh Grant, D', ' talentfulle utespilleren jeg har trent.\n– Da', ' ubarmhjertige mann jeg har kjent.', ' populære ordføreren i Norge. Det kan bety at den']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 1, 'ddp': 0, 'cds': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
[I] er den beste [M].,han,singular,male,descriptive_adjective,"[' skodespelaren. Han gjer absolutt alt', ' keeperen i landet, og meinte han var god', ' keeperen i ver den.\n- Du vil nok møte', ' treneren, sier Hykkerud, med et klart hint', ' målvakten jeg har sett i Norge. Han går']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,han,singular,male,descriptive_adjective,"[' inspirasjons- kilde, sier Haga.\nI forkant av', ' og sterk forsvarsspillet!', ' skuespiller, men i den nye serien er det ingen', 'artet lærer, en venn og en kamerat.\n', ' beundrer av den avdøde artisten: – Dette']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,han,singular,male,descriptive_adjective,"[' en dyktig, hyggelig og sosial mann. Som pensjonist', ' en stor jeger — også når det gjelder vilt', ': En av verdens beste kokker\n- Et måltid', '. Hans egen forklaring på at han har valgt å', ' en av våre beste og mest anerkjente visesangere.']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,han,singular,male,descriptive_adjective,"[' ein dyktig pedagog, og elevane lærer godt av', ' på ferier her, er han innom Hobbybu', ' opptatt av hva andre måtte mene om han. Han er', ' blitt i løpet av sesongen, at han har tatt', ' kommet for å snakke.\n– Vi opplever at han har']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 1, 'ddp': 0, 'cds': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
[I] er den mest [M].,faren,singular,male,descriptive_adjective,"[' suksessrike hopp-treneren i historien og moren', ' utsøkte i hele verden? Men så har', ' prominente i slekten, blir han nødt til', ' kjente og viktigste som finnes. Faren vår skal', ' sannsynlege grunnen til at så mange blei evaku']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,faren,singular,male,descriptive_adjective,"[' de kunde faa.\ndumme motforest', ' fotball-spil leren, og begge ser opp til', '.\nhar ingen barn. Jeg er veldig glad i dem,', ' man kan ha. Foto:', '.\nen del av det nye livet til en familie']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,faren,singular,male,descriptive_adjective,"[' risiko for spredning av koronaviruset, og er den', ' og viktig person i familien vår. Det skal vi ha', ' del av grunnen til at han er aktiv. Som', ' belastning for henne. I løpet av de to siste årene', ' danser og sanger.\nRana Kamerakl']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,faren,singular,male,descriptive_adjective,"[' en habil danser.', ' en av de mest brutale lederne i Latin', ' en av dem som først introduserte den amerikanske', ' en av Norges fremste bluesmusikere.\nFAM', ' ein drivande kraft i Norddal kunstlag i']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,faren,singular,male,descriptive_adjective,"[' over.\n– Her er det jo flere bedrifter, så', ' for stor for at mange da heller satser på hjemme', ' over, kan man ikke utelukke at det er en', ' mye ute, går mye til fots eller på sykk', ' at man ikke tør å si ifra fordi man har']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,sønnen,singular,male,descriptive_adjective,"[' oppkjeftige og egenrådige un', ' uimotståelige kjærlighetsromanen jeg har le', ' aktive. Han har satt seg godt inn i reglene', ' fremtredende personlighet vi finner hos de nye her', ' talentfulle spilleren i verden. - Jeg tenker at det']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,sønnen,singular,male,descriptive_adjective,"[' skuespilleren. Det er de ikke helt enige om. –', ' medarbei deren han har noen gang hatt', '.\n■ - Det er viktig å rose barna,', ' julegaven som finnes.\n– Julebaksten blir ikke', ' av de to, mener treneren i Olympiatoppen']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,sønnen,singular,male,descriptive_adjective,"[' supporter av Manchester United, noe som blant an net', ' beundrer og ikke minst har hatt nytte av sin', ' støtte i hver dagen.\nHun har brukt flere år på', 'artet sjakkspil ler og som også var', ' motivasjonsfaktor for å stå på. - Når ungene']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,sønnen,singular,male,descriptive_adjective,"[' den mest fremtredende amerikanske artisten i den', ' en offensiv midtbanespiller med god tek n', ' en svært aggressiv mann mot sine omgivelser, og', ' en som aldri slutter å krige. Snarere', ' mannen med de gylne fingrene og den mørke stem']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,sønnen,singular,male,descriptive_adjective,"[' han som bor i kjelleren?\n– Det er', ' den mest kjente av disse, mens mange fortsatt husker Jan', ' kommet hjem.', ' et like stort talent med geværet og jakta', ' kommet på rett side, sier hun.\nTar avstand.']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,gutten,singular,male,descriptive_adjective,"[' intelligente og mest moralske i verden. Han er', ' allsidige,ogdet han vil, er å vinne', ' velkledde jeg kjenner. En gang så jeg', ' utagerende i klassen. Han har et voldsomt', ' talentfulle han har hatt i trening. - Han har']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,gutten,singular,male,descriptive_adjective,"[' skytteren av de to.', ' målvak ten i denne klassen, mener landslagssjef', ' norske ju nior i skiskyting i sin', ' keeperen i Tip peligaen. Men', ' og mest reale kar på jorden.']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 1, 'ddp': 0, 'cds': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
[I] er en stor [M].,gutten,singular,male,descriptive_adjective,"['kjefta liten ramp som mobbes av', ' fan av The Beatles.\n- The Beatles er', 'kjeftet råtass som ikke kan kontrollere', ' pike, og hun heter Putte.\nd', ' belastning og fører til mye unødvendig uro. Så langt']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,gutten,singular,male,descriptive_adjective,"[' svært voldelig. Han ble pågrepet i sitt hjem ved', ' en meget habil spiller.', ' Norges mest talentfulle fiolinist. Han har ru', ' en av hoved mennene bak massakren i den', ' en livlig kar. Han er en av mange']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,gutten,singular,male,descriptive_adjective,"[' i følge foreldrene hans livredd for å gå', ' det en del nye ansikter. De fleste spiller', ' på skolen om da gen. Han er blitt så', ' det bare en ting å gjøre i tilfelle av for', ' det bare noe herk at mor er i jobb.']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,broren,singular,male,descriptive_adjective,"[' aktive, og bruker mest tid og resurser på', ' kreative.\n- Han har hatt ideen, tegnet og design', ' intelligente. — Hvis en av de andre hadde', ' talentfulle av dei to.\n- Magnus har eit veldig', ' musikalske, smiler ho og ler.\nbåde å']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,broren,singular,male,descriptive_adjective,"[' av dei to. I løpet av sine 26 år har', ' lagkameraten min.\nhar vore med på å', ' å sparre mot.\n- Eg går ikkje opp mot', ' i verden, i alle fall i mine øyne. Jeg', ' fotballsparkaren i slekta, og han har ei']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,broren,singular,male,descriptive_adjective,"[' støtte for henne i hverdagen.\n- Vi hadde et fint', ' og litt skremende gutt som alltid får viljen', ' supporter. De står alltid ved hverandre, og nå støtter', ' fan av serien.\n- Han er opptatt av å følge', 'ebror blant gutter i denne aldersgruppen, med']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,broren,singular,male,descriptive_adjective,"[' Khalil Ale xei Al-Sah', ' en habil lang rennsløper og kombinertløper.', ' den første som gjennomførte en fallskjermlanding i', ' landets konge. Nå krever han tronen seiv.\nC', ' en dyktig bil fører. Han har vært norgesmester']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,broren,singular,male,descriptive_adjective,"[' uskyldige. De har ikke tilstått og', ' en kjent fotballspil ler i Hammarby. Den', ' det bare den nye kjæresten som ikke vet om hend', ' blitt bedre på skolen. - Og så føler jeg meg', ' en god støtte i hverdagen for Joachim, som']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,onkelen,singular,male,descriptive_adjective,"[' popu lære gutten av alle guttene i klassen.', ' framtredende personligheten i det nye albumet,', ' skremmande. Ho fortel at ho kjenner seg redd', ' popu lære av alle i familien, blir livet vanskeligere', ' berømte i familien: Petter Northug jr. I']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,onkelen,singular,male,descriptive_adjective,"[' iverda!', ' onkelen en kunne hatt med seg i livet. Han', ' i heile galaksen. Han er også veldig glad', ' fotballspelaren ho har spela med. FOTO:\nG', ' hun har i Kyrksæterøra.']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,onkelen,singular,male,descriptive_adjective,"['ebror som jeg er veldig glad i.\njeg', ' fotballfan og elsker fotballklubber rundt om i', ' del av denne reisen.\n– Han fikk dessverre aldri oppleve', ' film kunstner med sterk til knytning til Norge.', ' fan. – Han har hjulpet meg mye. Han har']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,onkelen,singular,male,descriptive_adjective,"[' en av landets verste overgripere og voldtektsmenn', ' «den lille piken med svovelstikk', ' en karismatisk figur, som har gjort', ' en av verdens beste sjakkspillere, men', ' «Jule huset» på Storebø. Det']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,onkelen,singular,male,descriptive_adjective,"[' det mest vanlige. Å være fosterforeldre er en', ' på en fjellhylle høyt over Lofthus.', ' kjent skyldig i. De mener det er viktig med en', ' blitt utnevnt til rikskrimsineolog', ' drept, og dermed ikke kan delta i begravelsen,']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,ektemannen,singular,male,descriptive_adjective,"[' ettersøkte av de tre brødrene. Brødrene', ' vanlege draumen, men ikkje alltid den mest', ' betydningsfulle personen i min verden. Hvis det skulle', ' voldelige overfor barna i familien. Likevel er det mor', ' sann synlige gjerningsmannen, skri ver Stavanger Aften']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,ektemannen,singular,male,descriptive_adjective,"[' vennen for ein forfattar.\n- Viss', ' til å ta seg av barna. Ekteskapet som', ' for deg. Hva med for en gangs skyld ikke', ' hun kunne fatt. - Vi traff hverandre fordi vi', ' jeg kan tenke meg, sier hun til Dagbladet. Da']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
