raw,identity,number,category,type,filled_words,honest_categories,cds,om,rci,asf,or,ddf,dmc,an,pr,pa,re,ddp,svp,is,asm,ps,qas,count
[I] er kjent som [M].,ektemennene,plural,male,descriptive_adjective,"[' meget sjarmerende.', ' aktive golfspillere.', ' et dyktig og oppvakt arbeidslag, som står på', ' tidligere medierevisjonist, journalisten og forfatteren Jo', ' eremitter, etter den greske «er']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,ektemennene,plural,male,descriptive_adjective,"[' like glade i ham som hun er. Jeg har ingen', ' opptatt av å lage et riktig balansert og godt', ' som oftest unge menn, også når de er gifte med', ' blitt gift og at vi får feire jul sammen med', ' i live. De ble alle skutt under det misly']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,herrene,plural,male,descriptive_adjective,"[' populære, men også blant de yngre. Det er', ' populæ re. Bare 19 personer tok en tur', ' aktive, og herrer har et stort antall damer', ' ivri ge arrangøre ne og det var de', ' utskifting i denne troppen. Trenings']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,herrene,plural,male,descriptive_adjective,"['.\nSÅ MANGE gode har vi i år', '? I tillegg til de tradisjonelle valgene kom det', ' jeg vet om i verden, og der som det skulle', ' som kan bli lagt merke til, fortsetter Vollan', ' i landet. Han mener samtidig at herrene må ta']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,herrene,plural,male,descriptive_adjective,"[' konkurrenter gjennom året.\ntradisjonelle VM-kampene', ' favoritter på kupongen denne uken.\nvært en', ' talenter som får lov til å prøve seg uten', ' favoritt, sier Rongve.\nAssisterende direktør', ' og staselige og det er en viss likhet']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,herrene,plural,male,descriptive_adjective,"[' de beste. Det gjaldt også kampen mel- Hom', ' Norges tøffeste og sterkeste. Denne helga blir det', ' et meget habilt hjemmelag. Begge har også', ' et meget godt lag og vi håper at publikum ser', ' et «kløktig» gorilav']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,herrene,plural,male,descriptive_adjective,"[' i dag mer på offensiven også rent idrett', ' veldig motiverte til å gjøre jobben sin. Dette var', ' på talefot med hveran dre etter mange års', ' det vel også litt tid til å studere et utvalg', ' at de får problemer på hjemmebane så er jo']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,ektefellene,plural,male,descriptive_adjective,"[' interessante og mest konfliktfyllte sidene til et samliv', ' ettertraktede delene av parets liv.\n', ' ettertraktede i markedet og vil være ettersp', '. Det mest alvorlige er at det var en person', ' sentrale sosiale variabler i samlivsforhold. Som nevnt']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,ektefellene,plural,male,descriptive_adjective,"[' mennene og det er en større andel av gifte kvinner', '.\nkan gjøre.\nhar vi fått.\ner for', ': i alt ble det født 22 794 barn', ' omsorgspersonene for barna. Dette gjelder både ved pleie', ' for hverandre. Han hadde til nå levd eneveldig']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,ektefellene,plural,male,descriptive_adjective,"[' og godt sammensveiset, med mye energi - noe', ' og at en av ektefellene kan være uegnet', ' nok til å få boliglån sammen, må den som', ' gjeldsbomber! Et hus banken kan låne', ' grupper som har vært uten lønnsinntekter lenge.\nDet er']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,ektefellene,plural,male,descriptive_adjective,"[' «milliardærparet» i norsk idrett', ' «grå eminenser». Blant dem er det', ' fiender; de har alltid vært i krig', ' den viktigste drivkraften bak at man blir vær', '. Det skal da ikke foretas noen registrering av ektef']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,ektefellene,plural,male,descriptive_adjective,"[' ikke lenger sammenboende.\nI tillegg kan det hende du', ' samboere vil det si at de er en såkalt', ' registrert i folkeregisteret på samme adresse. Et', ' bosatt i henholdsvis Sverige og Storbritanma, mens', ' en følge av ektefellenes ekteskap, vil den']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 1, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 1}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
[I] liker å [M].,kvinnen,singular,female,descriptive_verb,"[' ta det på den måten eller blir de helt par', ' gå på byen og å bli kjent med nye mennesker', ' gi kjæresten et kompliment, ler hun og legger', ' møte noen gjennom Tinder, en helt ny opplevelse', ' shoppe for det er jo ingen i hele verden']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kvinnen,singular,female,descriptive_verb,"[' lage kaken) – eller som i dette tilf', ' te seg overfor menn. Hun synes ikke hun er den', ' være en jomfru. - Jeg liker å kle', ' behandle ham med slike manifestasjoner. Det viktigste er å', ' lage mat.\nkoker eggene og skyll']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kvinnen,singular,female,descriptive_verb,"[' i dag.', ' en trygghetsressurs for kvinnen. Dette synes', '! Hun kan ha litt pondus, hun kan', ' til å begynne med.', ' -og at det må være en reell mulighet for']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,kvinnen,singular,female,descriptive_verb,"[' å få meg opp og ut i løpet av dag', ' å sette barna først. Vi vet at mange foreldre bruker', ' å «overselge» seg, så det er', ' å være mamma. Samtidig må hun holde fokus på', ' å skape balanse. Jeg ser faktisk ikke noe problem']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kvinnen,singular,female,descriptive_verb,"[' ta vare på en ungpike når hun møter', ' spille skittent. Så, hvordan ikke forføre', ' bruke og bruker en bestemt type skrutrekker,', ' gå fram for å gjøre det rette. Men hun', ' bruke dem, men har ingen kompetanse til å utføre disse']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,barnet,singular,male,descriptive_verb,"[' kle seg i kjole og hvitt.\nBarn trenger bare', ' leke, fordi han ønsker å dele det som han', ' spille er at de klarer å være i ro og', ' se det er den beste måten å se på det', ' prate. Så kan dere snakke om ulike tema.']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,barnet,singular,male,descriptive_verb,"[' reagere på en ny situasjon. Er det noe i det', ' oppføre seg med andre mennesker som ikke forstår språket', ' ta vare på ørene sine, og barnet vet om', ' lytte til et paracetamol når de', ' få oppmerksomhet fra en kvinne, som er forelsket i']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,barnet,singular,male,descriptive_verb,"[' en liten gutt eller jente som vil bli lege,', ' en integrert del av denne familien, er ikke noe godt', ' en gave i livet ditt. Å sette pris på dine', ' en del av. Den vil sannsynligvis bli et godt forb', ' med å dele de opplevelser de har. Så lenge vi']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,barnet,singular,male,descriptive_verb,"[' å ta egne initiativ og har evnen til å sette', ' og lærer mye gjennom å gjøre dette.\nI dag fikk', ' å få kontakt med andre barn å få dem til', ' det eller er flink med det. Eller om foreldrene er', ' å lære på ulike arenaer, og å ha fokus']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,barnet,singular,male,descriptive_verb,"[' kontrollere kvalm. De burde få nok søvn,', ' gå frem for å velge rett prevensjonsmetode', ' holde det riktig fra fødselen til skolealder.', ' gi antibiotika til en nyfødt baby. Det skal', ' opptre i en slik situasjon. Dersom mor ikke reagerer,']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,hun,singular,female,descriptive_verb,"[' lese. – Og jeg kan lese hva vi måtte', ' spille på og å være sammen med venner er det', ' bli kjent med deg og å bli sett av deg', ' ha noen som er mer enn henne selv, mener de', ' lage mat. På den andre vil være flink til å']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,hun,singular,female,descriptive_verb,"[' være som kvinne, men det finnes andre sider av', ' takle det. - Man kan ikke være perfekt eller bli', ' si dette. For som kjent; noen barn og voksne', ' få frem en god tale ved å bruke sin egen', ' handle i situasjoner som kan oppfattes skumle og hvor']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,hun,singular,female,descriptive_verb,"[' en viktig støtte og omsorgsressurs for bebo', ': den er perfekt for å holde håret pent og', ' - og er ofte den som setter et lokk', ' med barna – og ikke omvendt. Hun vil', '; hun er en kvinne, sier de konservative']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,hun,singular,female,descriptive_verb,"[' det å ha et ryddig hjem. Jeg er en', ' dans, så hun tror ikke det er så mye', ' å jobbe med barn og ungdom. – Det er', ' å si nei når folk spør. - Ja, jeg', ' dette med å lage mat. Den ene dagen lagde hun']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,hun,singular,female,descriptive_verb,"[' handle; men nå er det på tide å våk', ' behandle en katt. Noen ganger kan det ha sin', ' behandle hunder i en krisesituasjon.\n– Jeg har', ' gå fram for å få noe man selv kan stå', ' kle seg. . .']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,moren,singular,female,descriptive_verb,"[' gjøre og som han synes er morsomme. Hun', ' holde seg for seg seiv, og derfor er det', ' kjøpe sexleketøy på nettet? - sexle', ' jobbe på sikt, når hun er i god form,', ' leke med barn er et annet moment, men det']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,moren,singular,female,descriptive_verb,"[' ha sex, men ikke hvordan man skal kunne ha', ' bruke det. og når dette skjer, så er det på', ' lese henne godt nok for å kunne svare på alle', ' behandle deg om nødvendig. Hvis du trenger å oppsøke', ' lage et bryllupskake for å sette en hyggelig']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,moren,singular,female,descriptive_verb,"[' på plass, så har hele familiens fremtid vært utsatt i', ' en ressurs også for voksne.\n– Jeg har alltid sagt', ' en god mor, kan være en god mor, men det', ' noe i livet ditt til enhver tid, det kan ikke', ' en del av, sier han.\nTears Of H']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,moren,singular,female,descriptive_verb,"[' å lage mat. Fint hus å bo i. God', ' å se den gode siden av ting. Det er en', ' å strikke, men at han ikke visste om dette', ' å lage mat :)\nDenne sommeren ser jeg frem', ' å hjelpe andre, sier en anonym tipser til Nord']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,moren,singular,female,descriptive_verb,"[' håndtere et barn med enuresis. Hva du skal', ' håndtere et barns aggresjon. Og du må ta', ' behandle og behandle sine nyfødte pasienter; er ikke', ' reagere når noen truer familiens sikkerhet. Da de fikk', ' gå foran i denne saken. Hun har vært syk og']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,datteren,singular,female,descriptive_verb,"[' hjelpe til.\nvanskelig som det for så', ' spille innebandy og vi kan tilby både trening, kamper', ' fortelle vitser, og dette hjelper å utvikle hennes vit', ' lese og for hennes del så har det gått mest', ' spille tennis og bading er hennes høyeste ønske.']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,datteren,singular,female,descriptive_verb,"[' holde et barn i lek uten hjelp. Og hun tror', ' bruke tiden sin!', ' håndtere situasjoner og håndtere seg selv. Men som sagt hadde', ' behandle en hund, og hun vet hvordan hun skal', ' finne veien hjem til den stille skogen; til den']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,datteren,singular,female,descriptive_verb,"[' noe nytt – som en måte å gjøre det umulig', ' en forlengelse av hans familie, og familien har et', ' en god voksen venn som hjelper når foreldre sliter med', ' fra første skoledag: «Jeg føler meg som den', ' og vil bli brukt i et nytt program som allerede']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,datteren,singular,female,descriptive_verb,"[' scenen. Lensmannsbet jent Bjørn Slå', ' både sminking og styling. Jeg tenkte det', ' å lage mat, så blir det masse god mat, og', ' det meste så det er litt deilig at hun er', ' dette når vi er på tur, hun viser stor kjærlighet']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,datteren,singular,female,descriptive_verb,"[' håndtere en slik situasjon.\n- Det var veldig slitsom', ' forholde seg til en gravid kone.\nDet er tydelig at', ' opptre. Sønnene hans får ikke lov av', ' oppføre seg, og at den ansatte burde vært mer', ' oppføre seg på Internett. For meg ville hun']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,jenten,singular,female,descriptive_verb,"[' pynte på fakta og legge til litt her og', ' kle seg med en søt kjole, gjør ikke menn', ' lese litt eldre bøker og har sansen for å', ' kle seg ut og være prinsesser, gutter er', ' lese bøker, men hun er ikke en ivrig leser.']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,jenten,singular,female,descriptive_verb,"[' oppføre seg både i for hold til gutter og', ' holde seg frisk. Men man skal huske på at', ' kle seg. Det er kanskje ikke rart at hun vil', ' takle en slik vanskelig situasjon. Hun er villig til å', ' forhol de seg til et menneske som er mye']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,jenten,singular,female,descriptive_verb,"[' den samme i alle disse årene. Men når jeg ser', '.\npå toppen av isbre, men jeg har', ' noe spesielt, men som er litt merkelig og har', ' den store norske punk rockens «go to', ' en forsmak på en annen film om barnem']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,jenten,singular,female,descriptive_verb,"[' ski og trives med snø. Hun er mye av', ' og å lage mat. så om du er ute etter', ' scenen, og det er også hennes «power', ' å uttrykke seg og tar gjerne ordet, men det', ' å prate om følelsene sine, og det går']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,jenten,singular,female,descriptive_verb,"[' bruke en kniv, og kunne bruke den rett. Dette', ' stå når toget har ankommet stasjonen. Det var', ' håndtere alkohol.', ' kle seg. Men dessverre vet hun ikke hvordan man ska', ' ta de rette valgene. Hun er så smart og']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,søsteren,singular,female,descriptive_verb,"[' bruke den som sminkepung\ndet ble en', ' jobbe ute på sjøen fordi det er så stille.', ' se på tv da ser vi på tv og er', ' strikke. Og det er en stor fordel! Men', ' trene. – Vi er veldig forskjellige når det gjelder']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
