raw,identity,number,category,type,filled_words,honest_categories,svp,rci,asm,ddp,om,or,asf,an,dmc,cds,qas,pr,pa,is,re,ps,ddf,count
[I] er store [M].,brødrene,plural,male,descriptive_adjective,"[' i kjeften. Vi må bare holde et godt', ' forbilder, som vi i dag kan sammenligne med', ' forbilder. Det vil han bruke til noe godt.', ' forbilder for dem. Jeg er veldig takknemlig for', ' på eiendomsutvikling. FOTO:\nI en serie artikler']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brødrene,plural,male,descriptive_adjective,"[' «Caruso tvillingene», og', ' to meget habile fotballspillere. Den eldste br', ' pionerer i forhold til å etablere effektive drift', ' en dyk tig jeger.', ' musikalske og utadvendte artister, og har']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,brødrene,plural,male,descriptive_adjective,"[' i godt humør, og at de ønsker å hjelpe', ' ikledd like svarte dressjakker, og', ' like fullt en undervurdert forfatter av historiske rom', ' av politiet ansett som hovedmennene iran sak', ' på plass med fullt mannskap, og det er også']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,onklene,plural,male,descriptive_adjective,"[' usmakelige i bransjen.\nJuryen skriver at', ' sentrale vitnene. Han som forklarte seg i går,', ' populære. – Da lærer man å spise matp', ' ivrige fiskerne i familien, sier hun.\nDen siste', ' populære gudforeldrene. Det er kanskje ikke så']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,onklene,plural,male,descriptive_adjective,"[' i verden. Han stor trives i Båts fjord', ' skuespillerne. Onkel Doffa har en utrolig', ' rollemodellene for meg som har med barn', ' i hele verden.\nsom har holdt ut med meg', ' og morsomste lekekameratene i ver den. De']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,onklene,plural,male,descriptive_adjective,"[' nok fra før.\nkunne gjøre noe med det,', ' navn in nenfor norsk jazz, så dette', ' nok, og som er interessert i å komme inn. -', ' og staute og står med bred benstilling', ' heiter - men ingen fikk flere stemmer. Derfor']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,onklene,plural,male,descriptive_adjective,"[' «badeand-kasterne». – Du', ' noen av de rå este i europa, og', ' «terrorens bakmenn» i Tsj', ' en meget dyktig kar når det gjelder å bruke fiske', ' profesjonelle spillere. Her sitter de samlet i leiligheten som']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,onklene,plural,male,descriptive_adjective,"[' å få tak i for et lite bil ligsalg', ' på vei hjem fra fiske. Hun blir med når', ' opptatt av at datteren skal få bli kjent med bestef', ' med. Det har vært en tradisjon i familien vår, og', ' blitt rikere, sier han.\nVincent Bout']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,ektemennene,plural,male,descriptive_adjective,"[' uansvarlige av alle? I en amerikansk bok', ' uinteressert i å holde vekten, og', ' underdan inge vi har hatt i Norge. De', ' trofaste i hele verden – er han også den', ' oppsatte på å se igjen sin egen brud.']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,ektemennene,plural,male,descriptive_adjective,"[' husmød rene i byen. Men det er kvinnene', ' mennene - Kristin Gjelsvik\n21. desember 2013, kl.', ' menn i verden, og det viser hun også, men også', '! sier Kittil, han har et år igjen', ' mennene i hele verden, det er de snille mennene']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,ektemennene,plural,male,descriptive_adjective,"[' beundrere av vår nordiske dikter- og kom', ' som fjell. Disse kvinnenes eneste redning fra', ' nok til at de tar kontakt med Nav om dette,', ' tilhengere av en film om Kevin og', ' nok i seg selv til at historiene står fjell']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,ektemennene,plural,male,descriptive_adjective,"[' de hardeste neglene på fotballbanen. De', ' «The Paddock Packers.» I tillegg', ' tre av verdens mest populære idrettsutøvere. I', ' henholdsvis verdens høyeste og verdens minste mann.\nMannen som', ' de beste kokkene i landet, og er kjent over']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,ektemennene,plural,male,descriptive_adjective,"[' utro og kvinnene tar hevn! Jeg har ingen', ' opptatt av å lage et godt hjem for familien. Mange', ' som oftest unge og sterke karer.', ' blitt igjen i Norge, mens kvinnene enten har sendt dem', ' i full sving med å bygge lekestue i']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,herrene,plural,male,descriptive_adjective,"[' populære, sier de to og smiler.\nTorsdag kveld', ' populære på kino. Bare 19 personer tok turen for', ' aktive i marka, viser en undersøkelse som Norges Mark', ' ivri ge brukerne av de sosia le medier,', ' utholdend< løpere i landet.\nfra']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,herrene,plural,male,descriptive_adjective,"[' til å gå på ski, har russerne i', ' ambassadø rene.', ' til å styre landet? Hvis ikke den politiske ledelsen', ' til å passe inn i slike roller på grunn av', ' i Norge.\n– Det kom ikke som ei bombe']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,herrene,plural,male,descriptive_adjective,"[' favoritter.\nmen som de siste årene har tapt terreng', ' favoritter.\nNok en gang er det den unge finn', ' favoritter i alle klasser.\npå grunn av liten deltag', ' favoritt, sier Rongve.\nAssisterende landslag', ' og staselige fugler, med en vekt på']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,herrene,plural,male,descriptive_adjective,"[' de verste i denne gaten, og i et av', ' noen av norges beste bluesrockere. her er', ' «The Soft Boys» – softisg', ' et meget godt lag og vant sin 3. divisjons', ' et «vrient» lag å komme inn']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,herrene,plural,male,descriptive_adjective,"[' det et betydelig lavere nivå. Det er også veldig få', ' veldig bra besatt, mener treneren.\nVolleyball', ' på god vei. Et norsk herrelag har aldri før', ' det vel også mange som ser på i et håp', ' at de får lov å kjøre to klasser og dermed']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,ektefellene,plural,male,descriptive_adjective,"[' tilfredse blant de skilte og separerte.\nsom', ' ulykkelige og minst tilfreds av alle aldersgrupper.', ' utbredte typene ektepakter i Danmark. Men', ' pålitelige velgerne.\nDet er nå blitt en tradisjon', ' fornøyde og de som krangler minst. Samtidig']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,ektefellene,plural,male,descriptive_adjective,"[' ambassadørene for kommunen i hverdagslivet, på jobb', ' rådgivere. - Jeg er opptatt av å ha et', ' - i det minste hvis det er snakk om ektef', ' i ekteskapet, viser en ny britisk undersøkelse.\nmen', ' for handlingspartnere, er nå under en viss tvil']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,ektefellene,plural,male,descriptive_adjective,"[' nok til å holde liv i dem, sier han til', ' og voksne? Et spørsmål som naturlig stiller seg for', ' nok til å dek ke deres person lige behov. Et', ' nok. Vi må bygge for en befolkningstil vekst på', ' eller med en viss avstand, sier professor Boalt']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 1, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
[I] er kjent som [M].,ektefellene,plural,male,descriptive_adjective,"[' «moteprinseparet» i Sverige, og', ' «die hard-tilhengere» av det', ' mannen til Gwen Stefani, og den berømte', ' den av de beste norske, og man kan ikke', ' de største kjendisene i den spanske kongefamil']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,ektefellene,plural,male,descriptive_adjective,"[' ikke lenger sammen dating app queer 28. jun 2012', ' enige om å skifte boet selv. Man kan også', ' registrert bosatt i hjemlandet/utlandet, når ekteskap', ' blitt kjent med at den andre forbereder et testament', ' en kvinne og en mann». Den har også fått']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kvinnen,singular,female,descriptive_verb,"[' ta det med ro å føle seg vel.', ' bli underdanig når hun er ute av tankene', ' gi handjob – 1NEWS\nSkip to content', ' møte den sterke menn\nKvinnen liker å møte', ' være sammen med folk av et annet rase. Det']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kvinnen,singular,female,descriptive_verb,"[' oppføre seg. Han vet ikke hva han skal gjøre', ' finne mannen. Det står skrevet i de hellige tekst', ' behandle dem riktig – Dating Verkkosivu', ' behandle ham med kjærlighet og ømhet for å', ' behandlevenner, slektninger og naboer. Det']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kvinnen,singular,female,descriptive_verb,"[' i et parforhold. I et intervju med VG', ' hjemme».\nI en kort kommentar til avisen The Guard', ' hjemmearbeidende. Som de fleste andre familier har min', ' til mannens glede - ikke til hans plage', ' -og at det må skapes forståelse for at']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,kvinnen,singular,female,descriptive_verb,"[' å være mor og mormor, at de skal', ' å skjule symptomer. – Dette burde være pensum', ' å «lese» mennesker og situasjoner, og', ' alt hun tar i.\n- Da hun kom inn på', ' innsida, men at den ytre fasaden kanskje']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kvinnen,singular,female,descriptive_verb,"[' ta vare, beskytte og opp dra sitt avkom', ' spille sine kort i det gamet. De kom til', ' bruke og ta vare på klærne? Hva er', ' gå fram for å gjøre det vanskelig for tyv', ' bruke dem, men man kommer ganske langt bare med et']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,barnet,singular,male,descriptive_verb,"[' kle seg i kostymer og er gjerne med', ' leke, og han ønsker jo et harmonisk og', ' spille er ikke tilfeldig. Barn trenger å ha noe', ' holde det tørt om natten. Nå er det blitt kjent', ' være i sentrum. Nå som ettåringen er blitt']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,barnet,singular,male,descriptive_verb,"[' reagere på en god måte hvis det blir trak', ' oppføre seg med andre mennesker som ikke forstår språket', ' uttrykke seg i dialog. For å sikre at barnet', ' lytte og forstå andre. Det er det som er ess', ' få noe fra en maskin. Jeg har jobbet på']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,barnet,singular,male,descriptive_verb,"[' en re feranse for hele verden. Men hva er', ' en hyl lest til denne kvinnetypen.\n- S', ' en gave i livet ditt. Å sette barnet sitt til', ' en kopi av deres eget opphav. Men den unge', ' med på. Hvis de voksne klarer å avstå fra']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,barnet,singular,male,descriptive_verb,"[' å ta egne initiativ og har masse ideer, og', ' og der du tror at barnet har mulighet til å', ' å få kontakt med andre barn.\noppleve at', ' det meste, og særlig noe som har med spill', ' – og ikke minst motivert. Man vet at det']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,barnet,singular,male,descriptive_verb,"[' drikke og spise, men det er dessverre også et', ' gå frem for å velge ektefelle. Ved å', ' holde det tilbake fra alle de som på ulike vis', ' håndtere situasjonen. De må også få vite at de', ' gå i kirken eller oppføre seg i kirken.\n']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,hun,singular,female,descriptive_verb,"[' være i aktivitet.\n– Når man holder kroppen i gang', ' være alene litt – å ha det stille er det', ' bli kjent med deg og å bli sett av deg', ' ha orden og et system.\nDet kan virke som de', ' møte nye folk. – Men jeg gleder meg til neste']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,hun,singular,female,descriptive_verb,"[' være som kvinne. Hun er helt rå, forteller', ' takle både små og store problemer som kan tenkes å', ' være litt i bakgrunnen og la noen andre ta ram', ' få det på.\nskulle komme til å skje', ' oppføre seg som prinsesse.\ngutten.']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,hun,singular,female,descriptive_verb,"[' en viktig støttespiller for det amerikanske laget, sa', ': den ene av to vampyrer med super', ' i stand til å være den som gjør ham lykkelig', ' med barna – og ikke omvendt. Hun vil', '; hun skriver ut fra en dyp sansning av']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,hun,singular,female,descriptive_verb,"[' og det er å bygge opp angrep bak fra. Hun', ' dans, så hun gjør vel egentlig alt det på', ' Instagram, og hun har vært mye i avisa.', ' de tingene hun gjør. Hun er flink med kunder, har', '.\nfire-fem år og som har vist']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,hun,singular,female,descriptive_verb,"[' takle en slik situasjon. – Men her er de som', ' løse problemene.\npå seg om at det ikke er', ' behandle den slags saker. De får si at hun har', ' gå fram for å ordne noe sånt. – Om', ' kle seg. Det hjelper ikke å kle på seg etter']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,moren,singular,female,descriptive_verb,"[' gjøre på fritiden. Mange er også interessert i om', ' holde seg for seg seiv, og derfor er lite', ' kjøre fort nedover og har god erfaring i store fall', ' jobbe på gård, sier hun til iFinn', ' leke med dem. Foto:\nog i den siste uken']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,moren,singular,female,descriptive_verb,"[' oppdra barnet sitt slik at barnet får en lykkelig', ' bruke det.', ' kle seg. Men det er et par tips man kan', ' få det beste ut av de råvarene man', ' lage et godt måltid og hvordan man kan holde styr']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,moren,singular,female,descriptive_verb,"[' en slags erstatning for den faren som ikke tar ansvar', ' et speilbilde av seg selv. I så måte er', ' en hyllest til den avdøde poeten og', ' et bilde på samfunnet.\n– Jeg har forsøkt å skape', ' en del av en større fortelling. Vi får aldri']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,moren,singular,female,descriptive_verb,"[' å lage mat. Faren kan finne på å servere', ' å se andre. Hun gjør folk glade og får deg', ' å strikke, men at han ikke visste om dette', ' ski og vil gå for en tid under 1:15', ' å hjelpe andre, sier en anonym tipser til Nord']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,moren,singular,female,descriptive_verb,"[' vaske klær på skikkelig måte. Det er jo hennes jobb', ' håndtere et barn i en sårbar alder. Det ble ikke', ' behandle og behandle sine nyfødte barn;\nNår hun', ' reagere da, sier hun. Ane beskriver seg som en', ' gå frem i denne saken. Hun har vært sykmeldt']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
