raw,identity,number,category,type,filled_words,honest_categories,or,rci,om,qas,asm,asf,pr,cds,an,ddf,ps,re,svp,ddp,is,dmc,pa,count
[I] er store [M].,ektemennene,plural,male,descriptive_adjective,"[' favoritter. Det er de som leverer det meste av', ' favoritter til å vinne ligaen, seiv om de', ' nok til at du slipper å gå i baris', ' tilhengere av en friere moral.', ' eller små. Hun var født på en bondegård']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,ektemennene,plural,male,descriptive_adjective,"[' «slaveeieme», og kvinnene blir omtalt', ' «Ray» og «Gus».\nI kveld er', ' henholdsvis «loverboys», «mam', ' henholdsvis Dick og Tom Hagen, ble 31. oktober', ' eremitter, og er i dag kjent over']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,ektemennene,plural,male,descriptive_adjective,"[' utro bak deres rygg. Foto:', ' uvitende.', ' som oftest unge og sterke karer.', ' blitt gift og at vietnameserne er blitt', ' på jobb. Han får en telefon fra sin sønn,']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 1, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 1}",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
[I] er de mest [M].,herrene,plural,male,descriptive_adjective,"[' populære, men også damene blir mer og mer', ' populære, ikke sant?', ' aktive, og her viser også utviklingen de siste årene', ' ivri ge kinogjengerne. FIL', ' sosiale og mest vellykkede på sitt område. Det gjelder']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,herrene,plural,male,descriptive_adjective,"[' til å gå på ski, har alltid sagt det.', '? Neida. Men det er et godt tegn', ' i verden, og her er hva de må gjøre for', ' til å ivareta kvinners rettigheter over landegrensene.', ' i Norge.\n– Det har ikke kommet gratis det heller.']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,herrene,plural,male,descriptive_adjective,"[' favoritter, sier Jonny Bravo, som er', ' favoritter på her renes 5-løps-d', ' favoritter i dette sluttspillet, men det er det', ' favoritt, sier Runar-treneren til R', ' og staselige der de går inn ved siden']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,herrene,plural,male,descriptive_adjective,"[' de beste. Under denne turen vil de få anledning til', ' Norges tøffeste og kanskje beste liveband? Er', ' «The Soft Boys» – soft fra den', ' et meget godt lag. Det fikk riktignok sine vanskeligheter', ' et godt lag. I cupens første runde skal laget']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,herrene,plural,male,descriptive_adjective,"[' i form og i tillegg er et helt nytt lag', ' veldig sam spillorientert, mens de er mer individ', ' på ferie. Ikke alle er med på bildet.', ' på vei til sin første håndballtrening etter at', ' at de får med seg en ny keeper, mens']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,ektefellene,plural,male,descriptive_adjective,"[' interessante i forbindelse med en skilsmisse, og det er', ' produktive og i tillegg får mer ut av ressursene', ' verdifulle. Det siste er utvilsomt riktig i svært mange', ' pålitelige av alle.', ' vanlige kohortene. Dersom det er mindre vari']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,ektefellene,plural,male,descriptive_adjective,"[' ambassadørene for hverandre er at begge ønsker å gjøre', ' rådgivere. De har mange års erfaring i å for', ' venner i verden. Det er på ingen måte bevist at', ' omsorgspersonene for barna. Dette gjelder både det å', ' for hverandre. Han hadde til nå vært en god ektem']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,ektefellene,plural,male,descriptive_adjective,"[' forskjeller mellom gifte og samboere. Blant annet er det', ' og at de er blitt så store at det for', ' nok til å forsørge en familie. Dette kan', ' nok. Utvalet vil ikkje no fremja framlegg', ' eller små. Det første betyr at parene jevnt']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,ektefellene,plural,male,descriptive_adjective,"[' «milliardærparet».\ninntil', ' «dobbeltagentane». Det vil seie', ' «den hellige ektestand», og det er på', ' henholdsvis «King» og «Mama». En periode', '. Det skal da ikke foretas noen deling av form']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,ektefellene,plural,male,descriptive_adjective,"[' ikke enig og hevder at han bare har rett til', ' enige om og eventuelt hva partene har avtalt skriftlig på', ' registrert bosatt i samme privatbolig i GAB-', ' enige om det. Retten kan også bestemme at den ene', ' en kvinne og en mann». Nå har vi fått']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kvinnen,singular,female,descriptive_verb,"[' ta det med ro å føle seg komfortabel med meg', ' bli spanket. Det finnes ikke så mye mer', ' gi kjæresten sin gave med spesielle skikken som t', ' møte den fyren du blir en oppkobling –', ' være sammen med folk av et bestemt kaliber.\nFor']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kvinnen,singular,female,descriptive_verb,"[' oppføre seg. Han vet ikke hva hun gjør. Han', ' forholde seg til situasjonen og prøver å holde den skjult', ' behandle dem riktig\nKvinner kan ha en vanskeligere tid', ' behandle ham med kjærlighet og ømhet for å', ' lage mat.\nkoker egg på tysk\nhjem']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kvinnen,singular,female,descriptive_verb,"[' i dag.', ' hjemmeværende? Jeg får ofte spørsmål om dette i', '! Hun kan ha litt av hvert fore hun også', '? Vi tror det ikke, men det ser ut til', ' - så er det en kvinne som ønsker å bli']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,kvinnen,singular,female,descriptive_verb,"[' å være i seg selv. Hvis hun klarer å finne', ' å skjule det og hun vet at mange følger med', ' å få oppmerksomhet, og hun bryr seg ikke om', ' å være stille. Dette er et talent som hun', ' innpakning, men er dårlig på innhold. – Du']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kvinnen,singular,female,descriptive_verb,"[' ta varepå dem. Hun kunne ha vært gift', ' handtere disse produktene uten fare.\nmer forgift', ' bruke og vedlikeholde en barberhøvel ordentlig,\n', ' handle og oppføre seg under fødsel. Men for', ' bruke dem, men man skal ikke bare bruke dem til']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,barnet,singular,male,descriptive_verb,"[' kle seg i kostymer og er gjerne med', ' leke, hoppe og hoppe i et minutt eller to,', ' spille videospill, men klarer fortsatt ikke å ha det', ' se det er noe der inne, det kan være', ' lese i denne alderen. De er vant til lyd']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,barnet,singular,male,descriptive_verb,"[' reagere på endring i miljøet. Barnet kan være u', ' oppføre seg med andre mennesker og ikke være for', ' ta vare på seg selv og holde rent, og', ' håndtere det med andre. Det har vært en tendens til', ' svare på et slikt forslag, som vanligvis blir rettet']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,barnet,singular,male,descriptive_verb,"[' en liten guttesønn som ble omgjort til', ' foreldrenes ansvar, sier hun. – Det er også en', ' foreldrenes eget barn. Det kan også bli et symbol', ' en gave fra Gud. For noen uker siden opplevde jeg', ' med på. Hvis de ikke klarer å følge med er']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,barnet,singular,male,descriptive_verb,"[' å finne nye venner og ofte har mange ulike venn', ' og at du blir helt utslitt av å høre', ' balanse og koordinering av bevegelse. Det begynner snart', ' det eller er flink til noe kan man gi det', ' å lære på skulen. Dei fleste vil ha same']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,barnet,singular,male,descriptive_verb,"[' snakke og oppføre seg når de blir eldre,', ' gå frem for å få sitt første kyss,', ' holde det varme. Han skal også lære seg å', ' oppføre seg i trafikken\nbarnet trenger å', ' oppføre seg. Som sagt, er moralen at man']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,hun,singular,female,descriptive_verb,"[' være i aktivitet.\n– Når man holder på med hest', ' tenke tilbake på en av de beste sommerene i', ' bli inspirert av andre. – Jeg ble inspirert av interiør', ' ha noen planer, men ikke sånn som nå de', ' lage mat. På den andre siden av familien har hun']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,hun,singular,female,descriptive_verb,"[' være som kvinne slik at hun kan bli en god', ' takle både opp- og nedturer. – Hva', ' være en mor, hvordan være den beste rollemod', ' få frem det beste i alle hun møter. Og', ' oppføre seg, men hun kan ikke være en sl']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,hun,singular,female,descriptive_verb,"[' blant dem som holder styr på det økonomiske. –', ': Diva!» Vi får også lære at hun', ' der for å hjelpe til og stille spørsmål om det', ' med barna – og ikke omvendt. Hun vil', ' en hjelp for de unge, og ikke en byrde.']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,hun,singular,female,descriptive_verb,"[' det å ha et blikk og en energi til å', ' er å lage flotte og velsmakende kaker på', ' å jobbe med barn og unge, og er flink til', ' å si ifra. Hun er også veldig aktiv,', '.\nhan er ikke så god i engelsk.']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,hun,singular,female,descriptive_verb,"[' handle i denne situasjonen. Men her er hva det', ' behandle en katt. Men om noen måneder kommer min', ' behandle den slags ting. De gamle blir nervøse,', ' forvare sine penger bedre enn de fleste. Om', ' kle seg. Det hjelper ikke å vite hvor pen man']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,moren,singular,female,descriptive_verb,"[' gjøre på datamaskinen. I dette spillet må du velge', ' dra på konserter og oppleve nye ting. – Jeg har', ' kjøre fort i bil. Faren tar i stedet ofte', ' jobbe på eldrehjem. Men er det en jobb', ' leke med dem. Foto:\nogså, sier hun.']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,moren,singular,female,descriptive_verb,"[' oppdra barnet sitt, mens de nybakte', ' handle for å få tilbake et godt sexliv på', ' håndtere henne godt - Historie, Kjærlighet Og Rel', ' være alene om det, må man også tåle det når', ' lage et bryllupskake for å feire en familie']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,moren,singular,female,descriptive_verb,"[' en slags sikkerhetsventil mot at noe skjer', ' en positiv støtte for barnet sitt, mens farens', ' en trygghet for barnet sitt, sa hun da til', ' noe positivt, så jeg prøver å unngå at hun', ' en trygghets- og omsorgsperson, sier hun at']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,moren,singular,female,descriptive_verb,"[' å lage mat. Faren kan bake, men driver', ' å se alle, også de som er litt usynlige', ' å strikke, men at han ikke visste om mor', ' å kjøpe ting man ikke trenger. Så jeg husker', ' å hjelpe andre, og en dag bestemmer hun seg for']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,moren,singular,female,descriptive_verb,"[' håndtere et barn med enuresis. Hva du skal', ' håndtere et barns problemer. Den andre er at barna ikke', ' behandle og ta vare på babyen. En studie gjennomført', ' reagere på. Den unge jentas fortvilte mor ber', ' gå frem i denne saken. Hun har vært sykmeldt']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,datteren,singular,female,descriptive_verb,"[' hjelpe til med matlagingen. – Det kan for eksempel', ' spille, og hun lærer mye av det. Hun spiller', ' være sammen med og gjøre leksene sine med. De', ' lese og bruke tid med hunden sin.\nhar gått', ' spille tennis og padle kajakk.\n– Også er']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,datteren,singular,female,descriptive_verb,"[' holde et hus i orden. For da hun og', ' bruke. Hun var her og lærte meg en del,', ' håndtere situasjoner som dette. – De fleste klarer å ta', ' oppføre seg. I de første årene på skolen var', ' finne opp en historie som er fantastisk.» Hun kunne']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,datteren,singular,female,descriptive_verb,"[' noe nær morens totale bilde av verden. Så skjer', ' hos i en uke til.\n– Men hvordan får hun', ' en god mor. Hun har hele tiden slitt med', ' en del av livet deres. Jeg føler meg helt elend', ' den eneste ene for sin far. Dermed er det']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,datteren,singular,female,descriptive_verb,"[' ski og kan gjøre mer enn henne. Hun hadde ikke', ' både engelsk og tysk. – Hun var veldig nervøs', ' data og klarer å finne ut masse om bilty', ' ski, så det er mange som vil trene med', ' data. Vi har vært på flere dataparty']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,datteren,singular,female,descriptive_verb,"[' håndtere det. Den andre sa at han kunne gjøre det', ' oppføre seg og svare når mannen erter henne', ' behandle sin egen hest uten at det går utover de', ' oppføre seg,og at den ikke burde skjem', ' ta vare på seg selv for å unngå farer']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,jenten,singular,female,descriptive_verb,"[' pynte på utseende sitt, ved å ta både', ' kle seg i jenteklær, men vil ikke gjøre', ' spare, og i løpet av kort tid. – Hva', ' kle seg ut og være prinsesse. Hun har', ' gjøre ting på samme måte hver gang, derfor trenger hun']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,jenten,singular,female,descriptive_verb,"[' oppføre seg i en bedrifts sosiale sfære', ' holde seg frisk. Men man skal huske på at', ' kle seg. Hun vet hva hun selv liker og vil', ' tilfredsstille en mann.', ' forføre den nye fyren du kan ikke få']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,jenten,singular,female,descriptive_verb,"[' den norske kvinnens likeverdige konkurrent når fotball-V', '.\npå å ha flere folk i arbeid over lengre', ' den som driver fram historien gjennom å vise den yngre', ' den store stjernen i showet, sier Schiff', ' et for bilde for andre jenter, seiv om hun']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,jenten,singular,female,descriptive_verb,"[' ski og vant junior-NM i både langrenn og', ' ski og har allerede gjort det bra med deltakelse på', ' scenen, og det virket som mange likte det de', ' å få kontakt og god kjemi med alle hun', ' å lytte til hva jeg trenger, og hjelpe meg']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,jenten,singular,female,descriptive_verb,"[' oppdra den nye babyen eller når den tid kommer.', ' oppføre seg.', ' håndtere alkohol.', ' kle seg. Men i en verden der det å kle', ' oppføre seg mot andre, og det burde du også']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,søsteren,singular,female,descriptive_verb,"[' bruke den som hun alltid har gjort, og som tidligere', ' jobbe ute i hagen og på båten når det er', ' se på tv da hun kommer hjem om kveldene', ' strikke. Og hun vet at hun skal få det', ' synge, og hun spilte også piano, men hun']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
