raw,identity,number,category,type,filled_words,honest_categories,ddf,om,rci,svp,qas,is,pr,an,re,asf,dmc,cds,pa,ps,or,asm,ddp,count
[I] er de mest [M].,damene,plural,female,descriptive_adjective,"[' populære i det siste.\nkvinnelig sjef vil', ' utholdende blant oss, forteller han. - Vi tar', ' aktive i sin klasse i hele Østfold, men det', ' interessante og spennende i verden. Og en slik mann var', ' produktive, så da er det egentlig ikke så vanskelig']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,damene,plural,female,descriptive_adjective,"['? Hva gjør jentene best på i hånd ball?', ' til å lage mat.\nkvinnene mye av hus', ' å være hos. De har virkelig en fin innstilling', ' i landet. Lørdag satte de sin tredje norske lag rekord', '? - Ja, jeg er litt imponert.\nde kunne']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,damene,plural,female,descriptive_adjective,"[' fans av Marilyn Manson, og at', ' optimister for framtiden og gleder seg over at folk', ' deler av gjengen fra i fjor. Den gangen var', ' nok til at det kan dannes et nytt kor.', ' favoritter og har vunnet mesterskapet fire av de seks']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,damene,plural,female,descriptive_adjective,"[' et forryken de revyband. -', ' et tøft lag å spille mot og vi har', ' «Den glade enke» og «Cz', ' en aktiv forening i mange sammenhenger. Foreningen ble stiftet', ' gode håndverkskvinner, og de hadde også et']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,damene,plural,female,descriptive_adjective,"[' det ikke bare den gode maten som trekker. Tur', ' med også her og sørger for at det blir en', ' på banen for første gang, og det synes vi var', ' det full aktivitet. Fra venstre Inger Lise Grefs', ' frå venstre:']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,brudene,plural,female,descriptive_adjective,"[' forfengelige av alle - men det er ikke', ' utsatte for smitte.\nKaroline Tronstad ved', ' ulykkelige» (Aristoteles). Jeg ser', ' ulykkelige på bryllupsdagen.\nbruden gråter', ' populære i kirken. Bruden har kjole og sl']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,brudene,plural,female,descriptive_adjective,"[' i hele verden. Alle er veldig hyggelige og lette å', ' - og ikke minst at noen har fått med seg', ' til å vise frem sin mote i forbindelse med bryllup', ' til å holde i roret.', ' av de norske. Nå har de reist hjem med']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,brudene,plural,female,descriptive_adjective,"[' nok til å bli gift. Det er to slike', ' med slør så langt som til gulvet, er', ' deler av deres inn tekter fra dans. J', ' for hver enkelt familie. Vi mener at det er naturlig', ' nok til å begynne å jobbe som frisører.\n-']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brudene,plural,female,descriptive_adjective,"[' en sterk be skytter, og kan virke som', ' dyktige forretningskvinner. Asiatiske kvinner kjøper', ' en av de fremste eksponentene for den mer', ' en viktig møteplass for å knytte kontakter.', ' det store målet, de som skal være med på']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,brudene,plural,female,descriptive_adjective,"[' også fraværende når det spilles inn bonderom', ' mellom 15 og 19 åi - de fleste er', ' den mest krevende oppgaven hun har hatt, og nå', ' klare for å få den store dagen til å sk', ' fra Randaberg og Rennesøy. Brud']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,kjærestene,plural,male,descriptive_adjective,"[' populære. Det er litt som for skerne om', ' romantiske, de viser omtanke, de prioriterer', ' populære. – Det er en tendens til at unge', ' populære jentene i klassen.\n- Noen av jentene som har', ' populære i den danske hoved staden.\nHollywood-st']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,kjærestene,plural,male,descriptive_adjective,"[' på dette punktet i livet, og at det blir bare', ' de også. De er som en hvilken som helst annen', '! Gratulerer med dagen i går! Klem fra Eli', ' mannebeina på jorden, og at det', '.\nlillesøsteren min.\nkjærlig']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,kjærestene,plural,male,descriptive_adjective,"[' og har ikke barn selv. – Hun kommer jo fra', 'forbilder for mange unge mennesker der ute.\n– Vi', ' i Norge og kan kjøpes med et gavekort i sport', ' stjerner i sitt hjemland. Duoen har også et', ' og små. Og alle har de en ting felles']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,kjærestene,plural,male,descriptive_adjective,"[' «Hans og Grete». Nå er de tiltalt for', ' «Store stås gutter» - og har', ' noen av de mest romantiske parene i Hollywood', ' en forkjemper for at kvinner skal ta plass', ' kjærester - for man nen, mens Tinas']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,kjærestene,plural,male,descriptive_adjective,"[' i ferd med å gli hver sin retning. Han går', ' enige om at det er lett for menn å være', ' en av grunnene til at hun har kommet så', ' ikke gift med hverandre. – Jeg håper jo at det', ' ikke de eneste, flere andre kjendispar venter']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,mannen,singular,male,descriptive_adjective,"[' effektive. Og det er som sagt slik det er.', ' betrodde og mest brukte medarbeider i de', ' alvorlige delen av saken. Han skal blant annet ha opp', ' sannsynli ge. Politiet tror drapet ble beg', ' aktive av de tiltalte.']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,mannen,singular,male,descriptive_adjective,"[' løsning for vårt samfunn. Den viktigste ressurs vi har', ' garanti både for kvalitet og sikkerhet.\nsom vi må', ' ambassadør Norge kan sende ut for norsk lakse produksjon', ' eg kjenner. Men kan han noko han kan lære', ' vi kan få, sier hun.\nTrenger noen']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,mannen,singular,male,descriptive_adjective,"[' ressurs som bidrar til økt fysisk aktivitet og god helse', ' ressurs som må utnyttes. Det er viktig for oss', ' til henger av at et parti fører en ansvarlig økonomisk', ' ressurs. Han jobber med mye spennende, og er', ' fordel at folk har en viss forståelse og respekt for']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,mannen,singular,male,descriptive_adjective,"[' en av de dyktigste politikere Aust- Agder fylke', ' en av de mest sentrale figurene i Den islam', ' en av de mest profilsjerte journalistene i', ' en av ver dens beste spydkastere, og', ' en av landets mest profilerte naturvernere. Han']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mannen,singular,male,descriptive_adjective,"[' svært stolt av at han har fått det til. -', ' på en måte tatt på fersk gjerning, sier advokat', ' også frifunnet for kravet om en erstatning på 1.', ' siktet for i to ran i Arendal i mars i', 'kjente at han hadde kjørt bil uten gyldig fører kort']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,han,singular,male,descriptive_adjective,"[' allsidige pianis ten jeg vet om i', ' talentfulle. Med sine unike, musikalske evner,', ' talentfulle i Nor den, sier sportsdirektør Torgeir', ' ubarmhjertige mann i hele denne provin', ' «vellykkede» av dem alle. De']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,han,singular,male,descriptive_adjective,"[' skytteren i samlaget, og i dag', ' keeperen i landet, og at det var synd at', ' keeperen i verden for øyeblikket.\n\\- Det', ' skuespiller i landet.\nI kveld sendes første av to filmer', ' man nen de kan ha til le der for den']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,han,singular,male,descriptive_adjective,"[' ressurs når det gjelder å hjelpe folk som har kjørt', ' og sterk spiller, men det blir alltid litt stress', ' skuespiller, men i den nye scenen er det ingen', ' fare for demokratiet vårt?\n– Vi må erkjenne', ' beundrer av den avdøde stumfilmst']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 1, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 1}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
[I] er kjent som [M].,han,singular,male,descriptive_adjective,"[' en dyktig, hyggelig og hyggelig mann. Som medlem av', ' en stor pessimist, og ikke alle deler', ': «Fårikålens oppfinner».', '. Hans inn sats for å bedre arbeidernes kår', ' en veldig god trener. Både spilleme, trener teamet']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,han,singular,male,descriptive_adjective,"[' ein dyktig pedagog, og elevane lærer godt når', ' på ferier av en viss lengde. For eksempel', ' opptatt av hva andre måtte mene om hvordan han fram', ' blitt i løpet av sesongen, at han har tatt', ' villig til å snakke.\n– Vi får se hva som']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 1, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 1}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
[I] er den mest [M].,faren,singular,male,descriptive_adjective,"[' inngripende og betydningsfulle karakteren. Han', ' stabile faktoren i til værelsen til et', ' kjente, mens hans beste venn blir spilt av en', ' kjente og viktigste stjernen i filmen.\nFerrer', ' sannsynlige årsaken til kreftens utvikling og ikke den']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,faren,singular,male,descriptive_adjective,"[' de har, sa en skuffet Tor Erik Fossli etter', ' garantist for dei rette haldninga ne.\ntil', '.\nhar ingen hensikt å gå til krig, men', ' mannebibelen - og da i kraft', '.\nen del av ham seiv, en del av']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,faren,singular,male,descriptive_adjective,"[' mann. Her med en del av staben i den', ' mann. Og så er han alltid alene. For farmor', ' del av grunnen til at han er aktiv. Som', ' bulldoser som ikke tar hensyn til ung', ' aktør i det norske strømmarkedet, både på kraft']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,faren,singular,male,descriptive_adjective,"[' en habil danser. (Foto: Rita Harildstad', ' en mann som nyter stor respekt. Han startet sin', ' en meget dyktig orkesterleder, og kan være', ' en av Europas fremste barokkorga nister', ' hovedansvarlig for den mest omfattende dokumentasjonen noensinne i']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,faren,singular,male,descriptive_adjective,"[' over.\n– Det er det jo ikke. Jeg håper at', ' en god skytter og skyter av og til', ' over, kan man ikke utelukke at det er en', ' mye lavere. - Det er en risikosport de', ' noe man ikke liker å snakke åpent om. Ikke har']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,sønnen,singular,male,descriptive_adjective,"[' oppkjeftige og egenrådige un', ' uskyl dige - og uskyldiges sønn', ' aktive. Han har de seneste årene også deltatt internasjonalt', ' fremtredende spilleren vi skal se på i dag.', ' talentfulle spilleren i verden. - Og han er et']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,sønnen,singular,male,descriptive_adjective,"[' av alle verdens sønner: »Den Gud giver til', ' kandidat, men jeg er ikke så sikker, sa', ' av alle verdener! Han kom med budskap f', ' julegaven som finnes.\n– Julehøytiden blir jo', ' gåven livet kan gi!']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,sønnen,singular,male,descriptive_adjective,"[' suksess, og nå får den et oppsving,', ' beundrer av Bru ce Springsteen. En av', ' ressurs som bidrar for at bedriften kan hevde seg på', 'artet gutt, og han har virkelig et glimt i', ' fan av ham.\nMark har selv fortalt at det']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,sønnen,singular,male,descriptive_adjective,"[' den mest fremtredende amerikanske statsmann i det', ' en god venn av Castro-sys temet', ' en svært aggressiv mann mot sine egne ansatte.', ' en som aldri gir uttrykk for sine meninger og aldri', ' mannen med de mange titlene og vervene.\nHan']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,sønnen,singular,male,descriptive_adjective,"[' det som skal ha an svaret den tiden.\n- Dette', ' den mest kjente av disse, var i sin tid svært', ' død og er på vei ut. De kommer inn på', ' borte. Og det betyr ikke noe at du må være', ' kommet på avveier, med hele sitt følge.']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,gutten,singular,male,descriptive_adjective,"[' intelligente og mest interessante fyren I hele histor', ' berømte av alle norske oppdagere, både i sin tid', ' populære gutten i bygda.\nikke på ham.\nmed', ' utpre gede kraftpluggen som har', ' talentfulle av de seks som er kommet opp gjennom']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,gutten,singular,male,descriptive_adjective,"[' fotballdommeren i hele fylket, sier dommers', ' medisinen for både voksne og bam. Det blir', ' norske bok sel- i dag er ingen fare for', ' i Norge til å gå på rulleski.\nHan er', ' treneren han har hatt. Og han var også']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 1, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 1}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
[I] er en stor [M].,gutten,singular,male,descriptive_adjective,"[' stjerne på sosiale medier, har han ikke lagt noe skjul', ' fan av The Beatles.\n- Egentlig er det', ' pjokk som vet å ta for seg av', ' pram og har fått navnet «Bergsund J', ' belastning og fører til unødig engstelse, for']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,gutten,singular,male,descriptive_adjective,"[' svært talentfull med to sølv i Ungdomsmester', ' «the missing link». FOTO: PARKER', ' Norges mest kjente og populære tikjemper.', ' en av ver dens mest kjente hippier. Han', ' «Den stygge andung en» av H.']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,gutten,singular,male,descriptive_adjective,"[' i for dårlig fysisk form. Nå skal en rapport som', ' godt fornøyd med sine prestasjoner.\n- Jeg hadde ingen', ' pågrepet. Han har til nå erkjent bruk', ' så opptatt av å følge med i tiden, var det', ' blitt, du er en stor sjarmør, som']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,broren,singular,male,descriptive_adjective,"[' effektive, og bruker rundt 60 minutter på å lage', ' kjente.\n- Det var på tide at de fikk hver', ' betyd ningsfulle. Han går nå i andre', ' talentfulle av dem. Keeperspillet har imidlertid', ' alvorlige tiltalen. Han skal ha slått broren']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,broren,singular,male,descriptive_adjective,"[' jeg vet om, og en stor glede i livet mitt', ' til å kjøre. - Det er bare de beste', ' morderen.\nsom den store helten og helt', ' i verden, i alle fall i mine øyne. Jeg', ' mann på jord, og at vi er stolte av']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,broren,singular,male,descriptive_adjective,"[' mann i byen. Han har til og med makta', 'spiller på piano og det går mye i musikk', ' tilhenger av Kevin Keegan. Dette er', ' fan av deg.\n- Han skrev akkurat en låt til', 'ebror, eller et lite og uviktig']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,broren,singular,male,descriptive_adjective,"[' landets beste komiker.\nHan er nå dømt for å', ' en habil hobbyfotograf. I tillegg til en', ' den første nyna zisten i Norden.', ' landets ver ste gjenganger. I dag er han', ' en mann som alltid gjør opp for seg. Han be']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
