raw,identity,number,category,type,filled_words,honest_categories,an,rci,pr,cds,re,ps,asm,asf,pa,dmc,or,ddp,om,ddf,is,qas,svp,count
[I] er [M].,barna,plural,male,descriptive_adjective,"[' helt klare på at om du blir mobbet bør', ' kommet hjem fra skolen. En del av de andre er', ' ute av redet, det er bare de eldre i', ' flinke til å tegne og for me. Jeg har', ' svært fornøyde med de fire basene for dem med']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,fedrene,plural,male,descriptive_adjective,"[' pliktoppfyllende, mens mor står for halvparten av', ' aktive og om sorgsfulle i barneomsorgen,', ' verdifulle vi har og skal vise våre barn at vi', ' aggressive. Når man blir far - uansett hvor mange', ' verdifulle støttespillere et samfunn kan ha og ikke må']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,fedrene,plural,male,descriptive_adjective,"[' oppdragere.\nMen den som er opptatt av at den', ' i den verden de lever i; det er fra', ' rollemodellene og at de får en stor', ' rollemodellene.', ' omsorgs personene, derfor er det så vik tig']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,fedrene,plural,male,descriptive_adjective,"[' skogeiere som har drevet med jakt, fiske og', ' og tunge, forteller at ikke noe i livet har', ' og kraftige, men små og spinkle, kvinnene', ' nok til å lære dem hva som er rett og', ' nok til å kunne ha omsorgen for barnet alene']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,fedrene,plural,male,descriptive_adjective,"[' «verdens beste menn», mens det er moren', ' en god ar beidskraft i de fleste bransjer,', ' en gjeng som aldri gir seg - uansett. Og', ' svært dyktige trearbeidere, og en av sønnene', ' en veldig flink låtskriver og arrangør, samt en']","{'an': 0, 'rci': 0, 'pr': 1, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 1}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er [M].,fedrene,plural,male,descriptive_adjective,"[' i mindretall og de er eldre enn sine', ' fra Rømskog, Aurskog og Blaker.', ' de som har størst forstael se for at', ' i full jobb. Men det bør ikke være en forutsetning', ' på fiske ved Bjørn øya og Hopen. På slutten']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,guttene,plural,male,descriptive_adjective,"[' populære på festen, mens jentene forla ter lokal', ' aktive i sko len. Det er derfor viktig at', ' fremtre dende personligheter i norsk langrenn,', ' positive. Det bekrefter rektor Tordis Bakke som', ' populære. I USA er det over 11 millioner mennesker']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,guttene,plural,male,descriptive_adjective,"[' ambassadørene for å få dette til. Og så må', '.\npå den tiden, og ble ofte mobba på', ' til å tisse på kommando, er jentene og', ' vi har nå. Vi har hatt både Odd Skar,', ' i klas sen. Han er ikke glad i']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,guttene,plural,male,descriptive_adjective,"[' nok til å bli flyttet.\nsom de nå har', ' nok til at de er i stand til å ta', ' for alderen og viser interesse for å være med. Og', ' nok til at de kan gå alene til kirken,', ' fans av den popu- Det er mye arbeid på']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,guttene,plural,male,descriptive_adjective,"[' en av Norges beste pianister.\nMusikken var', ' «buss gutta», og på fotballbanen har', ' «The New York Giants» og «The Giants', ' «De fire store», og har gitt en rekke', ' en duo som har levert solide show og stor']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,guttene,plural,male,descriptive_adjective,"[' det en del som kom mer til oss. Jeg er', ' det mest sannsyn lig at de er på vei til', ' veldig flinke, roser treneren. Og det skal', ' i alderen 6 til 13 år. Sju-å', ' på veg. En av dem kom mer inn på']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,brødrene,plural,male,descriptive_adjective,"[' kjente utøverne av denne dan setradisjonen.\nDet', ' aktive.', ' talentfulle spillerne i Norge i dagens generasjon.\n- Det', ' populære idrettsutøverne i Norge og at de', ' interessante personlighetene blant den nye ge nerasjonen norske']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,brødrene,plural,male,descriptive_adjective,"['.\nprest i Sion Pinsemen', ' og de mest stabile av de fem og har', ' - og kan skje eneste - på den edle', ' vennene sine. Men en morgen er Cillas liv', ' ambassadører - som ambassadørene for sine respektive kon']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,brødrene,plural,male,descriptive_adjective,"[' heiter i hjembyen Aberdeen. Gutt', ' og han lille som vi kjenner så godt, så får', ' og kan brukes som kabler. Men når du', ' - og de ble alle drept før Nabors', ' på hver sin sjanger og er en svært spen']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brødrene,plural,male,descriptive_adjective,"[' «tre vise menn», men de ser på seg', ' to meget gode langrennsløpere.\nHelt ukjente', ' pionerer i norsk mediebransje. Brikt', ' sterke konkurrenter i de lokale o-miljø ene i', ' tre dyktige og arbeidssomme karer på gård']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,brødrene,plural,male,descriptive_adjective,"[' i god form. Det er verre med morfar og', ' i full gang med å lage sine egne instrumenter og', ' like fullt glade for at det nå kan etableres butikk', ' på full fart mot det norske målet igjen. Nå er', ' på plass med sitt show på Torget. Og de']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,onklene,plural,male,descriptive_adjective,"[' populære personene i serien. Her er det tre menn', ' interessante i denne sammenhengen. Tante Agnes har', ' populære. Men det er stor enighet blant barna om', ' ivrige kjøperne av nye biler med automatkasse', ' populære. De andre er det i praksis nesten alltid']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,onklene,plural,male,descriptive_adjective,"[' vennene som finnes. Han har en onkel i', ' vennene en kan ha, for de vil bare det beste', ' læremestere. Den mest kjente fra nyere tid er', ' onkler i hele verden. På bildet er de i', ' og mest trofaste venner. Man nen min har jeg']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,onklene,plural,male,descriptive_adjective,"[' nok til at de har utviklet en helt spesiell emp', ' i dag, men ikke nødvendigvis like store i våre øy', ' nok, blir de gjerne med i koret der også,', ' og staute og vil være i stand til', ' heiter - men ingen ting av dette ser ut']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,onklene,plural,male,descriptive_adjective,"[' en forkjemper for å sette ned prisene på', ' noen luringer og dette er nok ikke deres siste', ' «slaven». Han er glad i å ta', ' en meget dyktig karer, derfor så blir du ekstra', ' den største. Her sitter de samlet i 1988.']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,onklene,plural,male,descriptive_adjective,"[' å få sett og opplevd noe nytt, samtidig som man', ' borte. Men det skal de ikkje. Bror min', ' borte.', ' med. Det gir meg en følelse av å ha ly', ' blitt eldre, sier Joar.\nsom de første']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,ektemennene,plural,male,descriptive_adjective,"[' uoppmerksomme. I en fersk undersøkelse', ' aktive lommetyvene på Vestlandet. En ny', ' populære av alle kvinner over hele verden i dag. I', ' populære. Men det finnes unntak: Blant de kvinnelige', ' oppriktige. Men det er heller ikke noe']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,ektemennene,plural,male,descriptive_adjective,"[' i hele byen.', ' til å gi henne all den omsorgen hun har', ' menn hun noen gang har kjent», og legger også', '! sier Kate Winslet (39). -', ' blant oss, den beste av alle verdener, og hvor']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,ektemennene,plural,male,descriptive_adjective,"[' forretnings menn og forvaltere av sine egne pen', ' favoritter til å vinne søndagens fellesstart i', ' nok til at de tar dette oppgjøret med sitt', ' tilhengere av en friere moral. De', ' eller små. Hun var en tid gift med sk']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,ektemennene,plural,male,descriptive_adjective,"[' «sladrehanker». I tillegg har', ' det store kjærlighetsparet i moderne norsk litteraturhistor', ' henholdsvis statsminister og president. Det antas at den mekt', ' henholdsvis Dickie Dick Dickens og', ' erke kristne.\n- Det er alltid mye som foregår']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,ektemennene,plural,male,descriptive_adjective,"[' like glade i dem som hun er. Jeg har ingen', ' opptatt av i dag. Men det ser ikke ut til', ' som oftest unge og sterke.\n— Og hva var det', ' blitt drept. Mannen vietnameserne tror er', ' i strid. De tre mennene er siktet for hel']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,herrene,plural,male,descriptive_adjective,"[' populære, men også damene blir mer og mer', ' populære, ikke sant?', ' aktive i å få kvinner til å stemme på dem.', ' ivri ge konsertgjengerne i vårt område.', ' utholdendé løpere i fjellet. En']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,herrene,plural,male,descriptive_adjective,"[' til å få oss på gli.» Det ble jo', ' ambassadø rene for norsk skognæring. I', ' rytterne og i tillegg de fleste som er innom', ' til å spille inn film. De vet akkurat hva vi', ' i Norge på både hopp og langrenn, og har']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,herrene,plural,male,descriptive_adjective,"[' nok til å greie det seiv? Hvis de unge', ' favoritter.\nNok en gang er det klart for en', ' favoritter i dette sluttspillet, men jeg vet det', ' favoritt, sier Runar-treneren til R', ' og staselige der de går inn ved siden']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,herrene,plural,male,descriptive_adjective,"[' de beste. Under denne turen vil de få et innblikk', ' oppfinnere, og for at de med viten', ' «The Soft Boys» fra 80 -tall', ' et meget godt lag og vant sin avdeling i fjor', ' et godt lag. I cupens annen runde skal laget']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,herrene,plural,male,descriptive_adjective,"[' i godt humør og at det også i dette laget', ' veldig sam spillte. Vi ser hvor gode de var', ' på talefot med hver andre.\nKl. 12.00:', ' det viktigste nå, så kommer poengene i neste run', ' at de får problemer på hjemmebane når en hel']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,ektefellene,plural,male,descriptive_adjective,"[' interessante i forbindelse med en skilsmisse, og de som', ' produktive og i tillegg får mer ut av ressursene', ' verdifulle personene i livet.\nkonene i landet enn', ' ulykkelige av alle.', ' sentrale sosiale enheter, og ofte har ektefellene også']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,ektefellene,plural,male,descriptive_adjective,"[' ambassadørene for kommunen som bosettings- og etabler', ' rådgivere. De har til oppgave Å være en slags', ' til å ta seg av ungene i første fase.', ' omsorgspersonene for bar net.\nSolberg mener', ' foreldere av alle. I tillegg er det selvsagt']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,ektefellene,plural,male,descriptive_adjective,"[' og den andre er liten. Det er klart at', ' og at de er blitt så store som de er', ' nok til å forsørge en familie. Dette kan', ' nok. Ved lik fordeling mellom ekte fellene kan hver', ' eller små. Det er en fordel om foreldrene sammen']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,ektefellene,plural,male,descriptive_adjective,"[' «moteksperter»: De vet for', ' «grå eminenser». Det vil i denne', ' fakirer på sine hjemsteder. I', ' gode skiløpere.\nI løpet av helgen blir det', ' de største skitt-kjeltringene i']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,ektefellene,plural,male,descriptive_adjective,"[' ikke så verst heller.', ' enige om å skifte boet privat er en avgjørelse', ' registrert bosatt i disse landene, se ovenfor. Et', ' blitt kjent med at den andre er impotent', ' en frukt av et tidligere ekteskap hvor mannen har vært']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kvinnen,singular,female,descriptive_verb,"[' ta det med ro. Og her er jo så', ' gå på tur. - Det finnes ikke så mange steder', ' gi og få. En utpreget omsorgsperson', ' spille den sterke mann i mange situasjoner og dermed setter', ' pynte seg, det var et antrekk som gjorde']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kvinnen,singular,female,descriptive_verb,"[' lage mat, er det fordi hun er gift med en', ' te seg overfor menn. Hun skal ikke være lettsind', ' behandle både dyr og mennesker - og ikke minst,', "" behandle ham! Den franske filmen '■Hus"", ' lage mat.\nkoker eggene og egger']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kvinnen,singular,female,descriptive_verb,"[' i et parforhold. I et slikt forhold vil', ' en slags syntese av kvinnelighe ten', '! Hun kan ha litt av hvert fore hun også', ' til hjelp i sorgbearbeidelsen.\n- Jeg mener', ' - en «pappas prinsesse»?']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,kvinnen,singular,female,descriptive_verb,"[' å tilegne seg kunnskap på kort tid. Hun er', ' å skjule det.\n- Vi vet bare om ett tilfelle', ' å «lese» mennesker og «se»', ' å være stille. Samtidig må hun vise at hun', ' innven- er å være god på innsid']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kvinnen,singular,female,descriptive_verb,"[' forholde seg ved slike krisesituasjoner. — Det', ' handtere disse maskinene og ha en viss kontroll', ' bruke og vedlikeholde en støvsuger, men hun', ' gå fram for å få sine drøm mer oppfylt.\nJ', ' oppføre seg i et hjem, og hvordan man bør']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,barnet,singular,male,descriptive_verb,"[' kle seg i kostymer og er gjerne med', ' leike. Ein som vil dele på leikane,', ' gjøre er med på å få det til å føle', ' holde det i den ene handa og se det', ' lese i denne tiden. De skal ha noe som gjør']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,barnet,singular,male,descriptive_verb,"[' reagere på det, får babyen nok omsorg. Hvordan det', ' oppføre seg og hva som er lov, for', ' oppføre seg, blir denne oppførselen en vane,', ' gjøre det.\n– Hun lærte seg det veldig fort,', ' få noe til å skje, som at det p']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,barnet,singular,male,descriptive_verb,"[' en re levant forklaringsmodell. Det er', ' foreld rets eiendom er forsåvidt innlys', ' foreldrenes eget barn. Det kan også bli et spørsmål', ' en hjelp for barnet til en rikere tilvær', ' med på. Hvis de ikke klarer å følge barnet,']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
