raw,identity,number,category,type,filled_words,honest_categories,asm,svp,or,ddp,dmc,rci,re,qas,ps,asf,cds,pr,ddf,an,om,pa,is,count
[I] er kjent som [M].,kjærestene,plural,male,descriptive_adjective,"[' «Hans og Hennes». Nå er de derimot blitt', ' «Store ord fra vest» og «St', ' noen av de mest romantiske parene i verden.', ' venner for hverandre fordi de er gode venner, noe som', ' kjærester - hvordan man får seg en kjæreste?']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,kjærestene,plural,male,descriptive_adjective,"[' i ferd med å gli fra hverandre, og de går', ' enige om at det er for mye forlangt', ' kjærester ikke lenger så vanlig. Mange forteller at', ' ikke gift med hverandre. – Jeg håper jo at det', ' ikke de eneste, flere andre kjendiser er godt']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,mannen,singular,male,descriptive_adjective,"[' brukte betegnelsen på den som har begått en', ' betrodde og mest truede i samfunnet,', ' alvorlige og groveste straffebestemmelsen som', ' forhatte i Norge gjennom tidene, som har drept', ' aktive av de tiltalte.']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,mannen,singular,male,descriptive_adjective,"[' jeg noensinne har hatt. Han kan ikke ta skade', ' jeg kjenner, er det ikke lett å bli kvitt', ' ambassadøren Norge kan ha. Det er helt fantastisk at', ' jeg noensinne har hatt. Den ene dagen kan han', ' vi kan få, på hver sin måte. Samtidig må']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,mannen,singular,male,descriptive_adjective,"[' produsent som har vært på markedet lenge. – I 2018', ' ressurs.\nflere enn en gang. Det er ikke', ' tilhenger av at et helt nabolag skal få', ' ressurs. – Det er viktig at den som kommer', ' fordel, sier leder for fagutvalget, Inger E']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,mannen,singular,male,descriptive_adjective,"[' en av de siktede, en 29 år gammel mann,', ' en av de mest sentrale figurene i den nå', ' en av de mest dedikerte og aktive syk', ' en tidligere narkobaron i Nord-Ir', ' en av landets mest profilerte etteretningsag']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mannen,singular,male,descriptive_adjective,"[' svært nær en rekonstruksjon av hendelsene i', ' kjent og blir tatt på alvor av politiet. Vi er', ' også siktet for flere andre lovbrudd, blant annet', ' siktet for grov mis handling i Bagn, bekrefter', 'kjente at det var han som kjørte bilen der de']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,han,singular,male,descriptive_adjective,"[' effektive, sier Nordeng. At han er ivrig', ' talentfulle. Så hva er det han har gjort', ' erfarne jeg har spilt med, fortsetter å spille, gjør', ' populære skuespilleren i den amerikanske TV-serien «Su', ' populære ordføreren i Norge. Det kan godt tenkes at']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,han,singular,male,descriptive_adjective,"[' jeg vet om. Han har vært fantastisk mot meg på', ' keeperen i landet, og hadde vel hatt en del', ' keeperen i verden og er vel kanskje litt for', ' trener i landet.\nI sommer fikk han et tips av', ' man har av alle.']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,han,singular,male,descriptive_adjective,"[' del av historikken til byen som har levd opp', ' og sterk storebror!', ' beundrer av Tony Si lewski og', ' fan av Fifa 15 og da spesielt fotball', ' beundrer av den avdøde superstjernen C']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,han,singular,male,descriptive_adjective,"[' en dyktig, kunnskapsrik og effektiv leder, som er', ' en forkjemper for ytringsfrihet. – Det er', ': «Fårikålens far» og «F', '. En annen av de som har spilt der er', ' en av våre fremste musikere innen det tradisjonelle jazz']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,han,singular,male,descriptive_adjective,"[' en kjent skikkelse på mange vis. Han har', ' på ferierende fra Jevna ker og', ' opptatt av hva andre måtte mene om hvordan han fram', ' ikke i tvil om at denne mannen har vært en', ' kommet for å sette i gang, og det er å']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 1, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
[I] er den mest [M].,faren,singular,male,descriptive_adjective,"[' alvorlige, men den kan ramme alle, sier han.\nHan', ' vanlige. - Det er flere grunner til at de', ' vanlige, mens i underkant av 50 prosent av', ' kjente og viktigste som finnes. Faren vår skal', ' avgjørende for å utløse psykomotorisk behandling.']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,faren,singular,male,descriptive_adjective,"[' de har, sa en av de ansatte, da vi ønsket', ' vennen hennes, og et naturlig forbilde.', ' for å utvikle et godt læringsmiljø. Det gjelder', ' manne jeg har møtt! sa Jennif', ' som finnes.']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,faren,singular,male,descriptive_adjective,"[' risiko for barnets helse. I tillegg til denne risikoen vil', ' hjelp når de er ute for å stelle i', ' del av, sier Oddekalv.\nRoger O', ' belastning for henne. I dag går hun kun til psykolog', ' del til den fysiske delen av arbeidet - enten vi']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,faren,singular,male,descriptive_adjective,"[' en fremragende dikter, som også skrev bøker og', ' et aktivt menighetsmedlem og en ivrig forkyn', ' en populær skikkelse på festene. Jeg kan være', ' en av Norges mest fargerike og kritikerro', ' hovedansvarlig for den antivitenskapelige og kon']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,faren,singular,male,descriptive_adjective,"[' kjent fra tidligere, er det vanskelig å trekke fram noe', ' en god venn eller kjæreste; har de fleste barn', ' over, kan man ikke si det. Men det er en', ' mye eldre enn datteren. Jeg fikk sjokk da de', ' noe over det normale.\nTele, at vedkommende har']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,sønnen,singular,male,descriptive_adjective,"[' opp- – Men man vokser på det. Jeg er', ' ustabile i familien, og for mange av dem', ' aktive. Han har nok en større plass i familiens', ' aktive av alle i familien på over nitti.', ' verdifulle tingen å ha, og moren må sørge for']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,sønnen,singular,male,descriptive_adjective,"[' i verden», er de vanligste komplimentene', ' vennen han har hatt på så lenge han kan', ' lekekameraten. Og de får leke med hverandre hele', ' pappa en som finnes i denne verden.\ndem.', ' pappaen for datteren sin, men i forhold til alle']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,sønnen,singular,male,descriptive_adjective,"[' supporter, og selv om han ikke får delta på', ' beundrer og ikke minst har hans kjærlighet for sin', ' støtte i hennes liv.\nHun har brukt flere år på', ' glede!\nkristinsols@hotmail.com', ' motivasjonsfaktor for deg?\nWow, det er']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,sønnen,singular,male,descriptive_adjective,"[' den mest fremtrædende amerikanske forfatter av amerikansk litteratur', ' en voldelig person. Han har gått til sak mot', ' en usedvanlig dyktig fotograf.', ' ""den store feskarkjerringa"" og', ' mannen som kjørte ned og drepte to tilfeldige personer']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,sønnen,singular,male,descriptive_adjective,"[' fortsatt pågrepet, men ingen er så langt pågrepet', ' fortsatt med.', ' død og er ikke begravet. De kommer aldri tilbake', ' borte. Og det betyr ikke at vi må legge oss', ' kommet på besøk, sier hun.\nTar med seg']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,gutten,singular,male,descriptive_adjective,"[' intelligente og følsomme gutten i verden. Han er', ' fryktløse.', ' skremmende av oss.\nikke noen «vaks', ' utagerende jeg noen gang har sett,»', ' fremtredende av dem. Det er mange av de']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,gutten,singular,male,descriptive_adjective,"[' fotballspiller han har spilt for.\n– Hva skal han', ' læremester for både voksne og ungdommer. I tillegg', ' å ha i hus! – Det å få lov', ' i hans klasse. Nå er han så liten ennå', ' vennen han har hatt på skolen.\nseg som']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,gutten,singular,male,descriptive_adjective,"[' stjerne på håndballbanen. Med mye energi og store', ' fan av The Guardian. Han har også en', ' pjokk som vet å ta seg til rette', ' pjokk. Gjeme kommer han å', ' del af sin identitet og ikke er et offer for']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,gutten,singular,male,descriptive_adjective,"[' svært voldelig overfor de yngre jentene han har seks', ' «papparazzi-fotograf» på', ' Norges mest kjente streetwear-personlighet', ' en av de beste på laget. Han har også blitt', ' «Den stygge andungen.» Men det']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 1, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
[I] er [M].,gutten,singular,male,descriptive_adjective,"[' i gang med en ny runde med en ny sesong', ' syk. I dag er det en måned siden han', ' på skolen om ettermiddagen, så har elevene noen timer', ' så opptatt av å følge den lille jenta gjennom hele', ' blitt, noe det ikke snakkes om. Å komme']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,broren,singular,male,descriptive_adjective,"[' effektive kur for å få en baby etter at de', ' kjente.\n- Det var på tide at de fikk et', ' betydningsfulle i denne saga.\nSærlig kan', ' vanlige metoden å finne personer som søker på internett,', ' dødelige man dromte om å slå inn']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,broren,singular,male,descriptive_adjective,"[' jeg vet om. I løpet av sine 26 år sammen', ' til å gi seg ut på ville jakt. For', ' å leve med.', ' i verden, så skal han få gjøre det samme for', ' farjeg har nå. Jeg vet vi er like sterk']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,broren,singular,male,descriptive_adjective,"[' mann som har stor makt i verden, og han er', ' venn av meg, sa Jama Cindy etter', ' kapasitet.\nen stor og meget kjent dikter,', ' fan av serien og synes den er flott, men', 'ebror, sier han, og legger til at han']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,broren,singular,male,descriptive_adjective,"[' landets beste rytter.', ' en habil pianist, men har valgt å holde kort', ' en meget dyktig kusk. Det som imidlertid bekym', ' landets beste kvinnelige fekter og den mestvinnende', ' en dyktig pianist. Han døde i en helikopterulykke']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,broren,singular,male,descriptive_adjective,"[' en del av det man kaller en selvbiografi', ' dømt for voldtekt. Nå har Høyesterett avgjort at saken', ' siktet for medvirkning til voldtekt og for bruk av narkot', ' blitt bedre og er nå helt frisk, så det', ' en god støtte i hverdagen for oss alle. Da vi']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,onkelen,singular,male,descriptive_adjective,"[' kjente, men de som ikke kjenner onkelen har', ' framtredende av de to. De kan kjenne seg', ' skremmede, sier en av fedrene.\nI det', ' avgjørende personen for at jeg har det bra i dag.', ' berømte i hele Storbritannia og har også fått en plass']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,onkelen,singular,male,descriptive_adjective,"[' far en kan hatt. Jeg er imponert over det', ' onkelen en kan fa på julaften. Han', ' i verden,"" har Hamsun hevdet.\nMen så', ' personen i verden | Lammelårtanker\nTror', ' onkelen i verden og jeg er stolt av ham']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,onkelen,singular,male,descriptive_adjective,"[' støtte for meg. Både fordi han er onkel, men', 'ebror - men han må få være så stor', ' del av denne historien, sier han.\nDe fleste kjenner', ' gutt | Ordliste for onkler – Fines', ' fan. Han fikk en telefon av onkelen i']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,onkelen,singular,male,descriptive_adjective,"[' en person som er over gjennomsnittet kunnskapsrik om', ' «den lille mannen fra Nord-Norge», og beskrives som', ' en flittig og dyktig fotograf som har tatt', ' en av verdens beste sjakkspillere, og', ' en mann som er sterk i sin overbevisning både']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,onkelen,singular,male,descriptive_adjective,"[' det mest vanlige. Å være onkel, er en', ' på en fjelltur, og det blir ganske spenn', ' glad over at det er så mange eldre med i', ' blitt utnevnt til ny sjef. Men hun synes', ' i nærheten og kan ikke komme ut. Mamma forteller med']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,ektemannen,singular,male,descriptive_adjective,"[' ettersøkte av de tre kidnappede, men', ' sentrale i denne sammenheng. Foreldre med god selv', ' betydnings fulde af dem alle. Hvor ofte havde han', ' voldelige i hennes familie. Han har gjort det klart', ' dominerende blant norske menn.\nMartin Andresen har vært']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,ektemannen,singular,male,descriptive_adjective,"[' i verden for alle mennesker og alt dette er mulig', ' terapien.\nhar møtt sin mann.', ' investeringen du kommer til å gjøre, anbefaler vi deg', ' hun kunne fått. – Vi jobber så ekstremt mye', ' jeg kan tenke meg, sier hun til Dagbladet. Da']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,ektemannen,singular,male,descriptive_adjective,"[' mann og veldig høy. - Jeg har hatt det', ' kjærlighet til å ta vare på andre, og hun føler', ' glede. – For barna er det jo fantastisk å', ' del av meg. Når jeg har hatt min første date', ' forskjell i hennes liv. Det er kanskje ikke så mange']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,ektemannen,singular,male,descriptive_adjective,"[' en ivrig kunstsamler. I fjor mottok de en', ' en mesterhjernen. Hjerneforskningen har', ' en av landets mest respekterte personer innen filmskap', ' en av Norges farligste menn.\nNatt til mandag', ' en av de mest populære og dyktige trommeslag']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,ektemannen,singular,male,descriptive_adjective,"[' fra Iran og har kommet de siste årene.\nForsk', ' dømt for å ha befølt henne. FOTO:', ' nå tiltalt for gjentatte seksuelle krenkelser og vold', ' dømt til en fengselsstraff på 21 dager', ' fortsatt en nær venn. I følge Briff']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,gentlemannen,singular,male,descriptive_adjective,"[' po pulære «kule» blant barna,', ' populære karakteren i den vestlige verden. Men også i', ' populære typen i den vestlige verden, noe som gjenspeiles', ' trofaste forvalter. Og hvis vi ser bort', ' fantastiske type du kan møte i en by.\nHan er']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,gentlemannen,singular,male,descriptive_adjective,"[' av oss, men det vet man ikke på forhånd.', ' mannen å gifte seg med. Jeg tror at det er', ' i verden.', ' kelner i London.\nvenner som i', ' han kunne ha fått. Men han ser på seg']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
