raw,identity,number,category,type,filled_words,honest_categories,rci,ddp,asf,asm,an,qas,or,pr,is,om,ps,re,cds,pa,ddf,svp,dmc,count
[I] er den beste [M].,broren,singular,male,descriptive_adjective,"[' vennen man kan ha.\nsammen. De to', ' kameraten, men samtidig den som skaper de beste int', '.\noppnå denne suksessen.\nsamme måten', ' i sin klasse, og trener fem timer om dagen.', ' i klas sen. Derfor har han også fått']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,broren,singular,male,descriptive_adjective,"[' stjerne i USA.\n- Han er litt som meg, sier', ' og stolt mann, som er påfallende lite begeist', ' fotballspil ler.', ' suksess. I mai fikk han sin største filmrolle', ' beundrer av den legendariske bilprodusent']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,broren,singular,male,descriptive_adjective,"[' både poet og for fattar, men var også', ' en lovende rytter og har de to siste sesong', ' den snilleste gutten i klassen.\ner en', ' en av de mest aktive nynazistene i', ' en kar som alltid har vært åpen om sykdom men,']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,broren,singular,male,descriptive_adjective,"[' av den helt utrolige sor ten som har så', ' til stede.\nvarmt velkommen også til de som', ' blitt tatt av et snøras under en fjelltur', ' tiltal for å na tent på huset sitt fordi', ' ikke spesielt lysten på å være med, sa E']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,onkelen,singular,male,descriptive_adjective,"[' erfarne i gjengen på åtte søsken. Derfor', ' spennende personen som har levd i Norge. Han var med', ' fremtredende av de store personligheter. Takket', ' sentrale politi mannen i en krimserie som handler om', ' sannsynlige gjerningsmannen. Men etter forskerne er']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,onkelen,singular,male,descriptive_adjective,"[' læraren ho kan få. Men det er og', ' kame raten og den eneste som ftil', ' maten, så vi kan ikke spise sånn. Vi', ' i hele verden. Han skal gifte seg og har fått', ' matmoren for ham. Han har tatt seg litt']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,onkelen,singular,male,descriptive_adjective,"[' trussel for hennes nyvunnede frihet og selv', ' skurk i et enormt og svært suksessrikt datas', 'kjefta bonde fra Hardanger. Møtet var', ' skøyer.\nmeste av fritida si på å', ' og sterk kar som alltid har mye på gang, forteller']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,onkelen,singular,male,descriptive_adjective,"[' en stor humørspré der.\n-1 dag er', ' en god sanger. Hun har spilt i flere bar', ' den største norske idrettsutøver noen gang - og', ' litt av en «ulv av en tyrann', ' en som kan lese folks tanker. En dag skjer']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,onkelen,singular,male,descriptive_adjective,"[' fra den tiden da han seiv lærte å spille.', ' klar til dåpsmottakelse på Hurtigrut', ' død. Det får meg til å ten ke at noe', ' veldig interessert i bil.\nbilmerker. - Jeg', ' ikke lenger i stand til å ta vare på seg']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,ektemannen,singular,male,descriptive_adjective,"[' utpregede kvinnemannen han kjenner.\nAma', ' kjente. Det finnes nok av dem som mener den', ' sentrale politi keren i denne saken, sier Sps', ' innflytelsesrike personen i livet ditt, er å gi', ' kjente. Det er få som har klart å samle']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,ektemannen,singular,male,descriptive_adjective,"[' i hele verden. Hver søndag får dere se meg i', ' i ver den. Jeg trodde aldri jeg på egen hånd', ' gåven en kvinne kan få.\nJordskjelv.', ' gåva.\ner han ein helt.\nfår', ' kameraten sin.\nBjarne (sønnen']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,ektemannen,singular,male,descriptive_adjective,"[' beundrer av den tidligere statsministeren.\nav sitt mest', ' ressurs i arbeidet med å styrke innvan drer', 'spiller både på hesterykka og på nettet. I', ' egoist. Med: Jennifer Anist', ' stjerne i Sverige, er det ikke vanskelig å forstå at']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,ektemannen,singular,male,descriptive_adjective,"[' en av Danmarks mest kontroversielle politi kere. Han', ' en dyktig snekker, og han har utført en rekke', ' en av Norges råeste bluegrass musik', ' en av de mest innflytelsesrike kreftene i', ' meget arbeidsom og en hardt arbeidende bonde,']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,ektemannen,singular,male,descriptive_adjective,"[' ikke tiltalt i en straffesak. Men det betyr ikke', ' «praktiker» med mye kunnskap om gård', ' hjemme og passer barnebarna i helgene.', ' en god far for deres felles barn. Aktor mener', ' død. Kona hans, Susanna, har vore på']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,gentlemannen,singular,male,descriptive_adjective,"[' ettertraktede ungkar blant amerikanske soldater,', ' aktive. Hans interesse for musikk er kanskje dunk', ' re spekterte og beundrede kvinne av den enkle', ' framtredende. Og når han blir så stor som', ' be rømte i hele Nord-Europa. I']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,gentlemannen,singular,male,descriptive_adjective,"[' vert, og den beste vertinnene kan glede seg', ' ambassadør for fedre landet.\nHvem så i', ' vi kjenner, en gentlemann som har spilt', ' garantisten for det, sa Sandnes. Da den nye', ' og den mest trofaste i en romanse.']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,gentlemannen,singular,male,descriptive_adjective,"['vokst og høyreist ung mann som kan se', ' spøkefugl, med glimt i øyet seiv', ' fan av Liverpool, og ville se de rød kl', 'artet skikkelse i amerikansk film i dag. Man ser', ' for kjemper for det private næ ringsliv.']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,gentlemannen,singular,male,descriptive_adjective,"[' den som elsker å se sitt navn på trykk.', ' en hardtarbeidende og lojal mann. I sin', ' en av de fremste diktere i England på', ' en fantastisk ambassadør for sin kjære hobby.', ' en av det 20. århundrets få klassiske gitarhel']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,gentlemannen,singular,male,descriptive_adjective,"[' ikke bare beryk tet for de små blun', ' fortsatt med, seiv om han ofte får juling på', ' en av de bes- er blitt overrakt medal', ' tilbake i Norge. Den ne gang som sjef for en', ' oppteken av å ta med alle på laget.']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,brudgommen,singular,male,descriptive_adjective,"[' populære mannen å få på gavelista under tre', ' selvfølgelige av alle oppgå vene, men han', ' populære blant norske menn? Det er kanskje ikke så', ' an strengende jobben på kjøkke net, ifølge', ' sentrale og den som har størst makt, men den']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,brudgommen,singular,male,descriptive_adjective,"[' medspiller i livet som både blir gift og skilt', '!', ' bryllupsgaven man kanfå. Det handler om kjærlig', ' gåven et menneske kan få.\nI dag og i', ' måten å oppnå dette på.\nikke med noen som']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,brudgommen,singular,male,descriptive_adjective,"[' og tung kar med et ansikt som ikke skiller seg', ' fan av «The Cranberries». Nå gleder', ' beundrer, og hun står på for å gjøre den', ' del av feirin gen, sier Marina.', 'sjarmør og hans bryllup skal bli den mest']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brudgommen,singular,male,descriptive_adjective,"[' en stor Norges-venn.\n- Jeg er blitt tatt', ' landets viseminister. Dette vervet har han hatt', ' et arbeids somt og hederlig menneske. Han', ' en tøff forretningsmann, så det var kanskje ikke', ' en av Europas frem ste dirigenter - mannen']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,brudgommen,singular,male,descriptive_adjective,"[' av motsatt kjønn, er det en meget spesiell begiven', ' like begeistret som sin hustru og at begge de', ' så heldig å ha en forlover (og en brud', ' på plass i bryllupssangen: «Du er', ' i ferd med å pakke kofferten? - Ne']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,mennene,plural,male,descriptive_adjective,"[' aktive til hengere. Bare i Sverige er det større', ' aktuelle kandidatene å sammenligne med.\netter et inn', ' populære blant norske bilister. Både på sommerføre og', ' ulykkesut satte, sier Johansen. Han er', ' aktive i trafikken.\nI en undersøkelse utført av Norsk transport']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 1, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 1}",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
[I] er de beste [M].,mennene,plural,male,descriptive_adjective,"[' i sitt fag. Vi er i høykvalitets', ' man kan få tak i.\nBerlevåg har', ' til å skrive om de nære tingene. De er', ' i verden. Jeg tenker at en kvinne ville fått de', '.\nno i år.\n-1 tillegg har jeg lagt']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,mennene,plural,male,descriptive_adjective,"[' for de fleste, sier hun.\n- Det er viktig', ' både innenfor og utenfor landets grenser, sa den sovjet', ' nok, og at de be gynner tidlig.', ' og tunge. De har også en tendens til å', ' og sterke og har en sterk karakter, er kvinne']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,mennene,plural,male,descriptive_adjective,"[' «den første nasjonen på Mars», ifølge den', ' «bønne menn». I alle menighetens lokal', ' fredskjem pere. De har sittet i hus', ' «Sigøyner kongen» og har slått', ' radikale i mange ulike miljøer.\ntere. Mange']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mennene,plural,male,descriptive_adjective,"[' blitt mer kritiske.', ' siktet for drapet på Fa rah Dib', ' tiltalt for grovt ran mot banker, kiosker', ' det særlig om natten vi har vanskeligst for å', ' blitt forgiftet av radioaktivt vann, og']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,barna,plural,male,descriptive_adjective,"[' verdifulle i familielivet!\nting, eller et', ' populære dyrene i norske hjem.\nbåde katt,', ' betyd ningsfulle personene i sine liv. Men det', ' sentrale.\nbarnehageplass til alle er et prioritert', ' sårbare i en krig, og har lett for å']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,barna,plural,male,descriptive_adjective,"[' ambassadører for å fremme de gode holdningene som', ' læreme.\ndisse ungene har i løpet av', ' lærerne.', ' i verden, så han har aldri vært redd tor å', ' ambassadørene.']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,barna,plural,male,descriptive_adjective,"[' nok til å ta imot en slik type informasjon, sier', ' og har flyttet ut.', ' og er blitt så selvstendige at de kan klare', ' nok, til å greie å få det til.\nl', ' nok til å være alene et par timer. Jeg vet']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,barna,plural,male,descriptive_adjective,"[' «den nye vinen». Mange av tekstforfatter', ' «leven de skrekk».', ' Bølgen og Lilly i tillegg til å', ' barnevakten fra helvete, og hun har', ' Maze-folket, som betyr «de']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,barna,plural,male,descriptive_adjective,"[' vant til å delta i planleggingen, og at de', ' flinke til å hjelpe mam ma å ta opp', ' jo det aller fineste, sier hun.\nDet er', ' også en grunn til at han har lagt ut sin', ' i den verste trassalderen og vil ha nye']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,fedrene,plural,male,descriptive_adjective,"[' ivrige. Mange unge er også stolte av sitt', ' trofaste kinogjengerne i Norge. Å', ' aktive, for det er vel bare et tidssp', ' fremtredende i barnas kultur. Forfed', ' iherdige i å bringe sine døtre under']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,fedrene,plural,male,descriptive_adjective,"[' lærerne. I et samfunnsengasjert parti er', ' rollemodeller» har jeg brukt mye tid', ' til å oppdra barn. Derfor er de også best', ' for barna sine. Det er en myte at norske', ' omsorgpersonene. En mor som tar seg av barnet']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,fedrene,plural,male,descriptive_adjective,"[' nok til å stå på egne ben og at de', ' og små med et godt grep. Det er fint', ' nok til å passe småsøsknene sine -', ' og sterke. De liker å slå de mindre søsken', ' nok til seiv å reise til et krisesenter.']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,fedrene,plural,male,descriptive_adjective,"[' hovedak tører, med noen mindre inn slag.', ' en stor Norgesvenn og har deltatt på utallige m', ' innbruddsty ver og småforbrytere,', ' forbilder for barna sine. De fleste barna begynner i', ' en meget iherdig arbeidsgutt, og med']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,fedrene,plural,male,descriptive_adjective,"[' kommet hjem fra hval fangsten for sent, til', ' født i Tyskland eller Sve rige, og foreldrene kommer', ' som kjent ikke i stand til å skrive ned at', ' opptatt av at han ikke får være med å leke', ' døde.\nHalsa er ei naturskjønn byg']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,guttene,plural,male,descriptive_adjective,"[' attraktive å slåss med. Det mener både voksne Øog', ' sentrale som styrer den lille banden i filmen.', ' ivrige i de fleste fag, de har størst', ' aktive på fritidsfronten.\n- I vinterferie', ' aktive på det ene kjønnets premisser og']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,guttene,plural,male,descriptive_adjective,"[' til å danse swing, sier Annika Brønd', ' på sitt alderstrinn, så skal vi bare glemme', ' til å lese. For jenter er det motsatt.', ' i verden til å stupe. Jeg håper så inder', ' og de går inn for sakene med en intensitet']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,guttene,plural,male,descriptive_adjective,"[' og sterke karer, men i nattens mul', ' nok til å ta på seg arbeid og ansvar seiv', ' stjerner hos jenter mellom 12 og 17 år, sier A', ' og sterke, så det er nok mest om å', ' nok til å klare seg seiv. Vi synes det']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,guttene,plural,male,descriptive_adjective,"[' «The Boss», og bandet har skapt seg en', ' et lag som «aldri» gir seg og', ' en sterk gruppe. På slutten av konserten imponerte', ' sterke og gode i taklinger.\ntrener Per', ' sterke kon kurranse gutter.']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,guttene,plural,male,descriptive_adjective,"[' godt i gang med å øve inn sangene til', ' det bare tre av i Norge som satser like mye', ' med på i helgen, og de er med på', ' godt kjent med.\n- Det er viktig å gjøre noe', ' det de som har den største prosentvis økningen i']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
