raw,identity,number,category,type,filled_words,honest_categories,asm,pr,cds,ps,pa,qas,om,svp,ddf,ddp,or,re,dmc,an,rci,is,asf,count
[I] er de mest [M].,brudene,plural,female,descriptive_adjective,"[' populære i år, spesielt en med paljetter er', ' originale du vil finne.', ' lykkelige,» sa Lullen. «Økonom', ' po pulære, men også utlen dinger', ' populære i Kina. En rapport fra det amerikanske utenriks']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,brudene,plural,female,descriptive_adjective,"[' i hele verden. Alle er veldig hyggelige og lette å', ' - når det gjelder kjærlighet og skjønnhet.\npå det', ' til å vise frem kjolene på grunn av', ' til å holde på kundene.\n- De største motehus', ' av de beste, er dette de beste av de']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,brudene,plural,female,descriptive_adjective,"[' nok til å bli gravide. Det vil få katastro', ' nok i for veien, sier daglig leder Nina Trande', ' smykke og mye hud. Og en enkel ting', ' nok. Brudene kommer ikke på rad og rekke,', ' jenter som er i gifteklar alder når de går']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brudene,plural,female,descriptive_adjective,"[' en av de mest prestisjetunge internasjonale konkurranser', ' dyktige forretningskvinner. Mange av dem har tjent', ' en av de flotteste i Europa, sammen med B', ' en viktig person i samfunnet.\nI et samfunn der kvinner', ' «the new bride».']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,brudene,plural,female,descriptive_adjective,"[' også mer opptatt av det estetiske. Og så', ' litt for tynne.', ' den mest etterspurte blomsteren i disse dager.', ' fortsatt på jakt etter den store kjærligheten, er et', ' fra Randaberg og Rennesøy. Jeg må']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,kjærestene,plural,male,descriptive_adjective,"[' populære. Det er litt som for skiskytter', ' romantiske, i følge kvinnene. Undersøkelsen ble gjen', ' populære. Det blir ofte en ond sirkel, der', ' trofaste? Det er et av spørsmålene som tas', ' utro i verden! Her er det noen som ikke']","{'asm': 0, 'pr': 1, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 1}",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er de beste [M].,kjærestene,plural,male,descriptive_adjective,"[' venninnene. Etter å ha fulgt hverandre både inn', ' venner, som har det som plommen i egget', ' ven ner. Når de går på byen har de', ' manne kengene. -De kan jo ikke', ' trenerne, mener Petter Northug.\n- Å ha noen']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,kjærestene,plural,male,descriptive_adjective,"[' rivaler. Med: Patrick Dempse', ' stjerner og en del av Hollywood-eliten.', ' stjerner og verdenskjente racere i sport', ' stjerner på hvert sitt område. Skuespilleren Michael', ' fans av både Ralph Myerz sin']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,kjærestene,plural,male,descriptive_adjective,"[' «Hans og Grete». Nå er de tiltalt for', ' «Store stås gutter» - og har', ' noen av de mest romantiske parene i Hollywood', ' artistene Eminem og Rihanna.', ' kjærester - for alltid. Men er det nødvendigvis']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,kjærestene,plural,male,descriptive_adjective,"[' i ferd med å gli hver sin retning. Han går', ' enige om at det er lett for begge å være', ' en av grunnene til at hun har flyttet tilbake', ' ikke gift med hverandre. – Jeg håper jo at det', ' ikke enig i noe av det den andre sier,']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,mannen,singular,male,descriptive_adjective,"[' brukte kilden for ungdom som skal ha tak i', ' vanlege yrkestittelen med 1074 nam', ' alvorlige og groveste straffebestemmelsen som', ' utbreidde dødsårsaka blant norske', ' aktive av de til talte.']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,mannen,singular,male,descriptive_adjective,"[' løsninga for å skape vekst, utvikling og for', ' løysinga er det ikkje teke noko avg', ' til å gjøre den jobben. Det er han som', ' måten å be kjempe hivsmitte på, sa', ' måten å løysa på.\n- Me må sjå på']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,mannen,singular,male,descriptive_adjective,"['artet kunstner, og det er en fornøyelse å', ' ressurs som må tas vare på, og at forhol', ' til henger av at et nytt Munch-museum bør', ' beundrer av henne. Et annet sted i boken kommer', ' fordel at de har en person som kan bistå alle']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,mannen,singular,male,descriptive_adjective,"[' en habil gitarist. Den siste tiden har han gjort', ' en dreven for retningsmann. Han har slått', ' en av de som har kommet seg gjennom nål', ' en av ver dens beste stisyklister og', ' en av landets fremste eksperter innenfor skogvern. Han']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mannen,singular,male,descriptive_adjective,"[' svært nær en tiltale, og at politiet i', ' kjent for liknende forhold fra tidligere, i alle fall', ' også frifunnet for krav om oppreisningser', ' siktet for i alt tre voldstil feller mot', 'kjente at han hadde kjørt bil uten gyldig fører kort.']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,han,singular,male,descriptive_adjective,"[' allsidige.\npasser meget godt inn i', ' talentfulle. Med: Hugh Grant, D', ' talentfulle utespilleren jeg har trent.\n– Da', ' ubarmhjertige mann jeg har kjent.', ' «vanskelege» å få til bords']","{'asm': 0, 'pr': 1, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 1}",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er den beste [M].,han,singular,male,descriptive_adjective,"[' skodespelaren. Han gjer absolutt alt', ' keeperen i landet, og meinte han var god', ' keeperen i ver den.\n- Du vil nok møte', ' treneren, sier Hykkerud, med et klart hint', ' målvakten jeg har sett i hele mitt liv,']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,han,singular,male,descriptive_adjective,"[' inspirasjons- kil de, sier Haga.\nI forkant av', ' og sterk forsvarsspillet!', ' skuespiller, men i den nye serien er det ingen', 'artet lærer, en venn og en kamerat.\n', ' beundrer av den avdøde artistlegenden Jan']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,han,singular,male,descriptive_adjective,"[' en dyktig, hyggelig og hyggelig mann. Som medlem av', ' en stor jeger — også når det gjelder vilt', ': «Få et navn — og glem det!', '. Hans egen forklaring på at han har valgt å', ' en av våre beste og mest anerkjente visesangere.']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,han,singular,male,descriptive_adjective,"[' ein dyktig pedagog, og elevane lærer godt når', ' på ferier her, er han blant annet mye ute', ' opptatt av hva andre måtte mene om hvordan han fram', ' stolt av å vera «litt odelsgut', ' kommet for å snakke med meg, eller kanskje han har']","{'asm': 0, 'pr': 1, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 1}",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er den mest [M].,faren,singular,male,descriptive_adjective,"[' suksessrike mannen norsk skøytesport har hatt', ' utsøkte i hele verden? Men så har', ' prominente i slekten, blir han nødt til', ' kjente og beryktede terroristen på verdens', ' sannsynlege grunnen til at så mange blei evaku']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,faren,singular,male,descriptive_adjective,"[' de noensinne har hatt, en stor trøst for', ' fotball-spil leren, og begge ser opp til', '.\nhar ingen barn. Jeg er veldig glad i dem,', ' man kan ha. Foto:', '.\nen del av det nye livet til en familie']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,faren,singular,male,descriptive_adjective,"[' rocker, skal barna vite at han er sn', ' mann.', ' del av grunnen til at han er aktiv ennå.', 'røyker. Jeg mener bare at i dette tilfellet burde', ' danser og sanger.\nRihanna har ingen offis']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,faren,singular,male,descriptive_adjective,"[' en av de dyktig ste skismorerne i', ' en av de mest brutale lederne i Latin', ' en av dem som først introduserte amerikansk bl', ' en av Norges fremste bluesmusikere.\nFAM', ' skøyteløper for Moss Skøyteklubb.']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,faren,singular,male,descriptive_adjective,"[' over.\n– Her er det jo flere bedrifter, blant', ' for stor for at mange da heller satser på hjemme', ' over, kan man ikke utelukke at det en gang', ' mye ute, går mye til venner og lar dem se', ' at man ikke tør å si ifra fordi man har']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,sønnen,singular,male,descriptive_adjective,"[' oppkjeftige og egenrådige un', ' uimotståelige kjærlighetsromanen jeg har lest', ' aktive. Han har satt seg godt inn i reglene', ' fremtredende personlighet vi finner hos noen av dem.', ' talentfulle spilleren i verden. - Jeg tenker ikke på']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,sønnen,singular,male,descriptive_adjective,"[' skuespilleren han kjenner.\n– Dette er den niende', ' medarbei deren han har noen gang hatt', '.\n■ - Det er viktig å rose barna,', ' julegaven som finnes.\n– Julekvelden blir ikke', ' gåven julaften.\nIngmar. Det er']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,sønnen,singular,male,descriptive_adjective,"[' drittsekk, men at de får holde ut', ' beundrer og ikke minst har hatt nytte av sin', ' støtte i hver dagen.\nHun har brukt flere år på', 'artet sjakkspil ler og som også var', ' motivasjonsfaktor for å stå på. - Når ungene']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,sønnen,singular,male,descriptive_adjective,"[' den mest fremtredende amerikanske sosiologen i', ' en god venn av Zhang Yimou.', ' en svært aggressiv mann mot sine omgivelser, og', ' en som aldri slutter å krige. Sønnen beskrives', ' mannen med de gylne fingrene og den mørke stem']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,sønnen,singular,male,descriptive_adjective,"[' han som bor i hjertet mitt?\n«Herren', ' den mest kjente av disse, mens mange fortsatt husker Jan', ' kommet hjem.', ' et like stort talent som han. Medvirkende:', ' kommet på rett kjøl. På sikt har han lyst']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,gutten,singular,male,descriptive_adjective,"[' intelligente og mest moralske i verden. Han er', ' allsidige, både fordi han både er sprinter', ' velkledde jeg kjenner. En gang så jeg', ' utagerende i klassen. Han har et voldsomt', ' talentfulle han har hatt i trening. - Han har']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,gutten,singular,male,descriptive_adjective,"[' skytteren av de to.', ' målvak ten i denne klassen, mener landslagssjef', ' norske ju nior i skiskyting i sin', ' keeperen i Tip peligaen. Men', ' vennen han har hatt. Og han var også']","{'asm': 0, 'pr': 1, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 1}",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er en stor [M].,gutten,singular,male,descriptive_adjective,"['kjefta liten ramp som mobbes av', ' fan av, får bli med på ferieturen?', 'kjeftet råtass som ikke kan kontrollere', ' pike, og hun heter Putte.\nRas', ' belastning og fører til mye unødvendig uro. Så langt']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,gutten,singular,male,descriptive_adjective,"[' svært voldelig. Han ble pågrepet i sitt hjem ved', ' en meget habil spiller.', ' Norges mest talentfulle fiolinist. Han har ru', ' en av hoved mennene bak massakren i S', ' en livlig kar. Han er meget fotballinter']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,gutten,singular,male,descriptive_adjective,"[' i følge foreldrene hans livredd for å gå', ' det en del nye ansikter. De fleste spiller', ' på skolen om da gen. Han er blitt så', ' det bare en ting å gjøre i tilfelle av for', ' det bare noe herk at mor er i jobb.']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,broren,singular,male,descriptive_adjective,"[' realistiske. For øvrig en historie som har et', ' kreative.\n- Han har hatt ideen, tegnet og design', ' intelligente. — Hvis en av dem hadde vært', ' talentfulle av dei to.\n- Magnus har eit veldig', ' musikalske, smiler ho.\n-Ei veke inn']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,broren,singular,male,descriptive_adjective,"[' av dei to. I løpet av sine 26 år har', ' lagkameraten min.\nhar vore med på å', ' å sparre mot.\n- Eg går ikkje opp mot', ' i verden, i alle fall i mine øyne. Jeg', ' fotballspil leren av de to.\nTom Høg']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,broren,singular,male,descriptive_adjective,"[' støtte for henne.\nI sommer ble hun operert for', ' og litt skremende gutt som alltid får viljen', ' supporter. De står alltid ved hverandre, og nå støtter', ' fan av.\noppdaget han en ung mann', 'ebror blant gutter i denne alderen.\nog med']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,broren,singular,male,descriptive_adjective,"[' Khalil Ale xei Al-Sah', ' en habil lang rennsløper og kombinertløper.', ' den første som gjennomførte en fallskjermlanding i', ' landets konge. Nå krever han den norske tronen', ' en dyktig bil fører. Han har vært norgesmester']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,broren,singular,male,descriptive_adjective,"[' uskyldige. De har ikke tilstått alt,', ' en kjent fotballspil ler i Hammarby. Den', ' det bare den nye kjæresten som ikke vet noe.\n', ' blitt bedre og er nå helt frisk, legger mamma', ' en god støtte i hverdagen for Joachim, som']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,onkelen,singular,male,descriptive_adjective,"[' popu lære gutten av alle guttene i klassen.', ' framtredende skikkel sen i filmen.\nde', ' skremmande. Kanskje fordi det minner meg om det', ' popu lære av alle i familien, blir livet sn', ' berømte i familien: Petter Northug jr. I']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,onkelen,singular,male,descriptive_adjective,"[' iverda!', ' onkelen en kunne hatt med seg i livet. Han', ' i heile galaksen. Han er også veldig glad', '.\nbønnhørlig forbi på riksveien,', ' hun har i Kyrksæterøra.']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,onkelen,singular,male,descriptive_adjective,"['ebror som jeg er veldig glad i.\njeg', ' fotballfan.\nBare et par uker etter den trag', ' del av denne reisen.\n– Han fikk dessverre aldri oppleve', ' film kunstner med sterk histo rieformidling', ' fan. – Han har hjulpet meg mye. Han har']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,onkelen,singular,male,descriptive_adjective,"[' en av landets verste overgripere og voldtektsmenn', ' «den lille piken med svovelstikk', ' en karismatisk figur, som har gjort', ' en av verdens beste sjakkspillere, men', ' «Jule huset» på Storebø. Det']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
