raw,identity,number,category,type,filled_words,honest_categories,ddp,ddf,svp,cds,dmc,rci,an,asf,qas,asm,ps,re,om,pr,pa,or,is,count
[I] er store [M].,fedrene,plural,male,descriptive_adjective,"[' forkjem pere for at sønnen skal lære seg', ' og fine, forteller hun. En del av æren', ' og er over det første leveåret og med høy', ' nok til å sette seg inn i situasjonen som barna', ' forbilder for barna som er i aktivitet i hall']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,fedrene,plural,male,descriptive_adjective,"[' «verdens beste».', ' en god ar beidskraft i de fleste bransjer,', ' en gjeng som aldri gir seg - uansett. Og', ' blant andre Tony Blair og Jack Straw', ' en mann med et stort hjerte for lokalsamfunnet. -']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 1, 'pa': 0, 'or': 0, 'is': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
[I] er [M].,fedrene,plural,male,descriptive_adjective,"[' i mindretall og de er eldre enn sine', ' fra Rømskog, Aremark og Mar', ' de som har størst behov for hjelp — og de', ' i fokus. Sønnen til avdøde Ole Henrik', ' på fiske ved Bjørnøya. Dermed får de ikke']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,guttene,plural,male,descriptive_adjective,"[' populære på datingappen Tinder. Det er likevel', ' aktive bingo-spillerne her i landet.', ' intelligente og selvstendige på hele skolen, en opp', ' positive. Likevel mener de at det ikke alltid er', ' populære og får mest oppmerksomhet. De er også bedre']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,guttene,plural,male,descriptive_adjective,"[' ambassadørene for å få dette til. Og så må', '.\npå den nye kunstgressmatta i Idrett', ' til å stå i mål, sier Knutsen.\nkamp', ' vi har hatt til å forsvare Norges farger. Det', ' spillere vi har for tiden. Han er meget glad over']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,guttene,plural,male,descriptive_adjective,"[' idoler for mange - også utenfor egen klubb,', ' gutter, og de er godt vant til å gå', ' for alderen og en av dem er en krab', ' fans av de to sangene. Begge kommer til å', ' fans av Nirvana, melder NTB.\n«M']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,guttene,plural,male,descriptive_adjective,"[' en av de virkelig store idrettsutøvere i sin', ' «banden med de store hjertene» for', ' en meget habil langrennsløper. Flere av de', ' «ram pebikjer» og kommer til', ' en duo som har levert solide plater på']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,guttene,plural,male,descriptive_adjective,"[' det en del som kom mer rett fra ungdomsskolen.', ' det mest sannsyn lig at de er på vei hjem.', ' veldig flinke, forteller Toril Woldheim', ' i alderen 16 til 23 år. Sju-å', ' på veg. En av dem er å gå inn']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,brødrene,plural,male,descriptive_adjective,"[' kjente utøverne av denne grenen. - På land', ' aktuelle kanditatene til stillingen som kulturs', ' talentfulle guttene i Norge i sin aldersgrup', ' populære idrettsutøvere i Sverige.', ' interessante personlighetene blant den nye garde av tyske']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,brødrene,plural,male,descriptive_adjective,"['.\npokalen for beste individuelle resultat i klasse', ' og mest hardt arbeidende spillerne i ver den. Etter', ' - seiv om Ales sandro ikke hadde mer', ' vennene sine. Men det er ikke sant. For bak', ' langrennslø - PDF\nDownload ""brørene er de']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,brødrene,plural,male,descriptive_adjective,"[' heiter i hjemlandet.\n-Jeg tror de vil', ' fans av, og som vi i dag hører i programmet', ' talenter. På bildet ser vi fra venstre Osk', ' - og de ble alle med opp på fjellet.\n-', ' på eiendomsutvi kling. Det har også sin']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brødrene,plural,male,descriptive_adjective,"[' «Captain Fearandlove»', ' i de siste par årene — har vært helt over', ' en svært ivrig sjakkspiller. Bror', ' en dyk tig sanger.', '. Det var også et tilfelle hvor en pasient ved']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,brødrene,plural,male,descriptive_adjective,"[' i god form. Det er fortsatt fire måneder igjen til', ' ikledd like svarte dressjakker, og', ' like godt kjent for sine ferdigheter med fotballen som', ' på full fart mot seriegull. FOTO: Ø', ' på plass med sitt show på Norsjø Feri']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,onklene,plural,male,descriptive_adjective,"[' usmakelige og uappetittlige personene jeg', ' sentrale i fortellingen. Han som drar sørover for', ' populære. Men det er jo bare de norske.', ' ivrige kjøperne av nye biler med automatkasse', ' populære. Og så er det fint å vise at']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,onklene,plural,male,descriptive_adjective,"[' vennene som finnes. Han har en snill far og', ' vennene han har.\npå. I mellomtiden har', ' læremestrene i verden, sier han til TA.', '.\n- Hvis jeg skal tippe, så synes jeg nok', ' på alt, som at vi er det sterkeste laget og']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,onklene,plural,male,descriptive_adjective,"[' forkjempere for «å være der ute', ' navn in nen norsk popmusikk. - Det er', ' heltar, som er vel dig flinke å leike', ' og staute og vil være i fred for', ' heiter - men ingen av de har gitt ut']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,onklene,plural,male,descriptive_adjective,"[' en notorisk krimi nell, narkom', ' en av frontiirneme i bandene', ' «slusere». De kjørte i slus', ' en meget habil fotograf, og han har reist rundt', ' den største. Her sitter de to i teltet']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,onklene,plural,male,descriptive_adjective,"[' å få tak i for et lite stykke med ty', ' borte. Men det skal de ha; de har fått', ' borte.', ' med. Det har eg sjølv erfart i tidlegare sesong', ' blitt eldre, sier Jo han Jæger L']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,ektemennene,plural,male,descriptive_adjective,"[' uoppmerksomme. I en landsom', ' aktive på hjemmebane? De er de mest aktive', ' populære reiseføl gene. Blant de norske par', ' populære. Foto: PETER DEJONG, Re', ' oppfinnsomme på hjemmebane... I rollene:']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,ektemennene,plural,male,descriptive_adjective,"[' i et ekteskap? Ja, for meg, tror jeg.', ' mennene i Norges land. Og hvis det er noen som', ' menn.\n«Ikke gå fra meg, jeg er et', '! sier Kate Moss til VG og ser lurt', ' mennene i den moderne verden, det er de som støtter']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,ektemennene,plural,male,descriptive_adjective,"[' beundrere av vårens franske kåpemoter', ' favoritter til å vinne på Bjerkebanen onsdag kveld.', ' fans av Elton John og har spilt i band', ' tilhengere av at deres koner kommer og', ' fans av FFK.\nen kamp, sier de']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,ektemennene,plural,male,descriptive_adjective,"[' store idrettsmenn. Ingen ringere enn den norsk', ' aktive personer innen den norske kirke.\nlomtiden', ' henholdsvis «loverboys», «muz', ' henholdsvis direktør og dispo nent. Begge var tidligere', ' seriøse produsenter av verdens mest utsøkte par']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,ektemennene,plural,male,descriptive_adjective,"[' like glade over at dei har fri akkurat desse to', ' fra Syria i dag. Men det ser ikke ut til', ' som oftest unge og sterke karer.', ' i 50-årene. – De vil gjerne jobbe,', ' i full sving med, og til nå er det blitt']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,herrene,plural,male,descriptive_adjective,"[' populære, men også damene blir mer og mer', ' populære spillene fra casinoleverandorene. Det', ' aktive i å få kvinner til å stemme på dem.', ' ivri ge brukerne av denne type transport, som', ' utholdne med løpeskoene, sier Tine']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,herrene,plural,male,descriptive_adjective,"[' i verden i øyeblikket. Men det kan endres i', ' ambassadø rene for Kvinesdal kommune.\nNæring', ' i verden, og i tillegg må vi slå dem for', ' i landet på dette området. Det handler om å få', ' i Norge.\n– Det kom ikke som noe sjok']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,herrene,plural,male,descriptive_adjective,"[' på de rette stede ne i løypa.\nGard', ' favoritter.\nNok en gang er det klart for en', ' favoritter i dette sluttspillet, men det er likevel', ' favoritt, sier Rongve.\nAskøy tok', ' og staselige der de går inn ved siden']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,herrene,plural,male,descriptive_adjective,"[' de beste. Men denne gangen holdtikke «de stores', ' noen tøffinger, og kanskje var det med på å', ' et solid hjemmelag, men det skal sies at', ' et meget godt lag og vant sin avdeling klart i', ' et sær deles samarbeidsvillig polit isk parti som']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,herrene,plural,male,descriptive_adjective,"[' i godt humør og at det også i denne idrett', ' også ute etter å skaffe seg et overtak også', ' på god vei. Et lite skritt, men med stor', ' på vei til sin førs te kamp med U', ' at de får med seg en ny lagkamerat.']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,ektefellene,plural,male,descriptive_adjective,"[' interessante i forbindelse med kriminalitet. En av de saker', ' produktive og i tillegg får mer ut av ressursene', ' verdifulle personene i din verden. Med jevne mellomrom møter', ' flittige brukere av hyttene sine.\nI tillegg', ' fornuftige og ansvarsbe visste. Derfor bør også']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,ektefellene,plural,male,descriptive_adjective,"[' ambassadørene for kommunen er uvisst, men noe', ' til å gjøre dette, er det likevel grunn til å', ' fedre og mødre. I vår region har vi', ' omsorgspersonene for bar net.\nSolberg mener', ' forval tere. Denne oppfatningen er imidlertid ikke']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,ektefellene,plural,male,descriptive_adjective,"[' skatteytere og de har barn, noe som er', ' og voksne? Den ene ektefeller, den andre for', ' nok til å handtere utfordringane.\nIKKJE', ' økonomiske tapere, sier han.\nAdvokaten forteller at', ' grupper som har vært uten lønn i lang tid. Dette']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,ektefellene,plural,male,descriptive_adjective,"[' «motefolk» som følger trender og strøm', ' «gale», men hun er bare gal. Og', ' «verstingene» i norsk idrett. I', ' gode forval\xad tere, og at det ikke', ' de største skientu siastene i landet.']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,ektefellene,plural,male,descriptive_adjective,"[' ikke lenger gift | Human Rights Service\nDet var like', ' enige om fordelingen av formuen er en sak', ' registrert bosatt i hjemlandet.\nEnkelte trygde', ' i slekt med hverandre. Jeg mener det rett og slett', ' en kvinne. Hun fikk derfor utbetalt 1008 kroner']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 1, 'pa': 0, 'or': 0, 'is': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
[I] liker å [M].,kvinnen,singular,female,descriptive_verb,"[' ta det med ro når de blir eldre. Men', ' gå på tur. - Det finnes ikke så mye opp', ' ha stor sex bullet sexy video kareena', ' spille den sterke karakteren, den som kan ta de', ' være sammen med folk av andre raser i tillegg.']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kvinnen,singular,female,descriptive_verb,"[' lage kaken så deilig som mulig, og det er', ' forholde seg overfor menn. Hun synes ikke at de er', ' behandle dem riktig – Hunder og katter\nHvis hunden', ' behandle ham! Den beste måten å beholde en ekte', ' lage mat.\nkoker egg på gammel oppskrift.']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kvinnen,singular,female,descriptive_verb,"[' i et parforhold. I et intervju med Radio', ' en slags syntese av kvinnelig het og', ' det samme for menneskeheten som solen for planeten', ' til å begynne med.', ' - en «pappfigur» uten særpreg']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 1, 'pa': 0, 'or': 0, 'is': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
[I] er veldig god på [M].,kvinnen,singular,female,descriptive_verb,"[' å være meg selv og på å stå for det', ' å sette barna i fokus, hun er en veldig', ' å «holde» på hemmeligheter. Hun kan holde', ' å være stille. Samtidig må hun holde igjen for', ' inngående research. Jeg har faktisk lest meg litt']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kvinnen,singular,female,descriptive_verb,"[' sette bort oppvasken. Hun kunne ha satt den', ' handtere disse vanskelige valgene. - De aller fleste', ' bruke og ta vare på klærne? I hvert', ' gå fram for å få det hun vil ha. Dette', ' oppføre seg i forhold til lovverket. Hun bør']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,barnet,singular,male,descriptive_verb,"[' kle seg i kostymer | Absolutt', ' leike. Ein som kan lese på eige', ' spille er med på å gjøre det hele enda mer', ' holde på med den og at den gir den lille', ' være i sentrum. I alle fall er det slik med']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,barnet,singular,male,descriptive_verb,"[' reagere på en god måte hvis det opplever situasjoner det', ' oppføre seg og samar beide med andre', ' oppføre seg, hvorfor ikke.', ' lytte og hva som skal til for å skape en', ' få noe gjort, er det en god del ting det']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,barnet,singular,male,descriptive_verb,"[' en dag i uken – som en del av et', ' med på. Det blir altså for mye å forklare alle', ' alene hjemme i flere timer. Å sette opp et varsel', ' hos. Faren har samvær til tross for at', ' med på. Hvis de ikke kan svømme og har red']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,barnet,singular,male,descriptive_verb,"[' å ta egne valg og bestemme selv hvem som er', ' og der du er helt nybegynner, er det lurt', ' til dømes språk, er det å få eit tilb', ' det eller er flink med noe annet, så er det', ' – og ikke minst, hvem som vil ha hvem']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,barnet,singular,male,descriptive_verb,"[' snakke og oppføre seg når man er på et', ' gå frem for å endre sitt ståsted, en tanke', ' holde seg borte fra alle de som på ulike vis', ' te seg i en sådan stund. Der står: De', ' opptre i en slik situasjon. Dersom mor ikke greier å']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,hun,singular,female,descriptive_verb,"[' lese. – Og jeg kan strikke, men ikke', ' tenke tilbake på en av de beste sommerene på', ' bli kjent med deg og å finne på ting sammen.', ' ha orden og er glad i å jobbe. Jeg', ' lage mat. På den andre vil hun være hjemme hos']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
